comment,aspect,sentiment,clean_comment
mới mở lần đầu đã gãy lòi sợi thủy tinh,overall,negative,"['mới', 'mở', 'lần', 'đầu', 'đã', 'gãy', 'lòi', 'sợi', 'thủy tinh']"
đóng gói kĩ càng sản phẩm tốt,chat_luong,positive,"['đóng gói', 'kĩ càng', 'sản phẩm', 'tốt']"
đóng gói kĩ càng sản phẩm tốt,dong_goi,positive,"['đóng gói', 'kĩ càng', 'sản phẩm', 'tốt']"
đóng gói kĩ càng sản phẩm tốt,van_chuyen,neutral,"['đóng gói', 'kĩ càng', 'sản phẩm', 'tốt']"
đóng gói kĩ càng sản phẩm tốt,gia_ca,neutral,"['đóng gói', 'kĩ càng', 'sản phẩm', 'tốt']"
đóng gói kĩ càng sản phẩm tốt,overall,positive,"['đóng gói', 'kĩ càng', 'sản phẩm', 'tốt']"
dù mỏng dây treo rớt khi thu dù may ít chỉ,chat_luong,negative,"['dù', 'mỏng', 'dây', 'treo', 'rớt', 'khi', 'thu', 'dù', 'may', 'ít', 'chỉ']"
dù mỏng dây treo rớt khi thu dù may ít chỉ,dong_goi,neutral,"['dù', 'mỏng', 'dây', 'treo', 'rớt', 'khi', 'thu', 'dù', 'may', 'ít', 'chỉ']"
dù mỏng dây treo rớt khi thu dù may ít chỉ,van_chuyen,neutral,"['dù', 'mỏng', 'dây', 'treo', 'rớt', 'khi', 'thu', 'dù', 'may', 'ít', 'chỉ']"
dù mỏng dây treo rớt khi thu dù may ít chỉ,gia_ca,neutral,"['dù', 'mỏng', 'dây', 'treo', 'rớt', 'khi', 'thu', 'dù', 'may', 'ít', 'chỉ']"
dù mỏng dây treo rớt khi thu dù may ít chỉ,overall,negative,"['dù', 'mỏng', 'dây', 'treo', 'rớt', 'khi', 'thu', 'dù', 'may', 'ít', 'chỉ']"
ô ọp ẹp mỏng nhưng giá rẻ,chat_luong,negative,"['ô', 'ọp ẹp', 'mỏng', 'nhưng', 'giá', 'rẻ']"
ô ọp ẹp mỏng nhưng giá rẻ,dong_goi,neutral,"['ô', 'ọp ẹp', 'mỏng', 'nhưng', 'giá', 'rẻ']"
ô ọp ẹp mỏng nhưng giá rẻ,van_chuyen,neutral,"['ô', 'ọp ẹp', 'mỏng', 'nhưng', 'giá', 'rẻ']"
ô ọp ẹp mỏng nhưng giá rẻ,gia_ca,positive,"['ô', 'ọp ẹp', 'mỏng', 'nhưng', 'giá', 'rẻ']"
ô ọp ẹp mỏng nhưng giá rẻ,overall,neutral,"['ô', 'ọp ẹp', 'mỏng', 'nhưng', 'giá', 'rẻ']"
giao nhanh ô hơi nhỏ phù hợp giá tiền,chat_luong,neutral,"['giao', 'nhanh', 'ô', 'hơi', 'nhỏ', 'phù hợp', 'giá', 'tiền']"
giao nhanh ô hơi nhỏ phù hợp giá tiền,dong_goi,neutral,"['giao', 'nhanh', 'ô', 'hơi', 'nhỏ', 'phù hợp', 'giá', 'tiền']"
giao nhanh ô hơi nhỏ phù hợp giá tiền,van_chuyen,positive,"['giao', 'nhanh', 'ô', 'hơi', 'nhỏ', 'phù hợp', 'giá', 'tiền']"
giao nhanh ô hơi nhỏ phù hợp giá tiền,gia_ca,positive,"['giao', 'nhanh', 'ô', 'hơi', 'nhỏ', 'phù hợp', 'giá', 'tiền']"
giao nhanh ô hơi nhỏ phù hợp giá tiền,overall,neutral,"['giao', 'nhanh', 'ô', 'hơi', 'nhỏ', 'phù hợp', 'giá', 'tiền']"
chất lượng không tốt ô không chắc chắn. shipper thân thiện,chat_luong,negative,"['chất lượng', 'không', 'tốt ô', 'không', 'chắc chắn', 'shipper', 'thân thiện']"
chất lượng không tốt ô không chắc chắn. shipper thân thiện,dong_goi,neutral,"['chất lượng', 'không', 'tốt ô', 'không', 'chắc chắn', 'shipper', 'thân thiện']"
chất lượng không tốt ô không chắc chắn. shipper thân thiện,van_chuyen,positive,"['chất lượng', 'không', 'tốt ô', 'không', 'chắc chắn', 'shipper', 'thân thiện']"
chất lượng không tốt ô không chắc chắn. shipper thân thiện,gia_ca,neutral,"['chất lượng', 'không', 'tốt ô', 'không', 'chắc chắn', 'shipper', 'thân thiện']"
chất lượng không tốt ô không chắc chắn. shipper thân thiện,overall,negative,"['chất lượng', 'không', 'tốt ô', 'không', 'chắc chắn', 'shipper', 'thân thiện']"
khung yếu vải mỏng chỉ hợp mưa nhỏ dễ lật. giá rẻ xài tạm. giao hơi lâu,chat_luong,negative,"['khung', 'yếu', 'vải', 'mỏng', 'chỉ', 'hợp', 'mưa', 'nhỏ', 'dễ', 'lật', 'giá', 'rẻ', 'xài', 'tạm', 'giao', 'hơi', 'lâu']"
khung yếu vải mỏng chỉ hợp mưa nhỏ dễ lật. giá rẻ xài tạm. giao hơi lâu,dong_goi,neutral,"['khung', 'yếu', 'vải', 'mỏng', 'chỉ', 'hợp', 'mưa', 'nhỏ', 'dễ', 'lật', 'giá', 'rẻ', 'xài', 'tạm', 'giao', 'hơi', 'lâu']"
khung yếu vải mỏng chỉ hợp mưa nhỏ dễ lật. giá rẻ xài tạm. giao hơi lâu,van_chuyen,negative,"['khung', 'yếu', 'vải', 'mỏng', 'chỉ', 'hợp', 'mưa', 'nhỏ', 'dễ', 'lật', 'giá', 'rẻ', 'xài', 'tạm', 'giao', 'hơi', 'lâu']"
khung yếu vải mỏng chỉ hợp mưa nhỏ dễ lật. giá rẻ xài tạm. giao hơi lâu,gia_ca,positive,"['khung', 'yếu', 'vải', 'mỏng', 'chỉ', 'hợp', 'mưa', 'nhỏ', 'dễ', 'lật', 'giá', 'rẻ', 'xài', 'tạm', 'giao', 'hơi', 'lâu']"
khung yếu vải mỏng chỉ hợp mưa nhỏ dễ lật. giá rẻ xài tạm. giao hơi lâu,overall,negative,"['khung', 'yếu', 'vải', 'mỏng', 'chỉ', 'hợp', 'mưa', 'nhỏ', 'dễ', 'lật', 'giá', 'rẻ', 'xài', 'tạm', 'giao', 'hơi', 'lâu']"
bung dù ra tay cầm rớt luôn,chat_luong,negative,"['bung', 'dù', 'ra tay', 'cầm', 'rớt', 'luôn']"
bung dù ra tay cầm rớt luôn,dong_goi,neutral,"['bung', 'dù', 'ra tay', 'cầm', 'rớt', 'luôn']"
bung dù ra tay cầm rớt luôn,van_chuyen,neutral,"['bung', 'dù', 'ra tay', 'cầm', 'rớt', 'luôn']"
bung dù ra tay cầm rớt luôn,gia_ca,neutral,"['bung', 'dù', 'ra tay', 'cầm', 'rớt', 'luôn']"
bung dù ra tay cầm rớt luôn,overall,negative,"['bung', 'dù', 'ra tay', 'cầm', 'rớt', 'luôn']"
hơi khó gấp chỉ may lỗi bung ra,chat_luong,negative,"['hơi', 'khó', 'gấp', 'chỉ', 'may', 'lỗi', 'bung', 'ra']"
hơi khó gấp chỉ may lỗi bung ra,dong_goi,neutral,"['hơi', 'khó', 'gấp', 'chỉ', 'may', 'lỗi', 'bung', 'ra']"
hơi khó gấp chỉ may lỗi bung ra,van_chuyen,neutral,"['hơi', 'khó', 'gấp', 'chỉ', 'may', 'lỗi', 'bung', 'ra']"
hơi khó gấp chỉ may lỗi bung ra,gia_ca,neutral,"['hơi', 'khó', 'gấp', 'chỉ', 'may', 'lỗi', 'bung', 'ra']"
hơi khó gấp chỉ may lỗi bung ra,overall,negative,"['hơi', 'khó', 'gấp', 'chỉ', 'may', 'lỗi', 'bung', 'ra']"
cây dù nhỏ xíu thân ngắn dùng vài hôm rách,chat_luong,negative,"['cây', 'dù', 'nhỏ xíu', 'thân ngắn', 'dùng', 'vài', 'hôm', 'rách']"
cây dù nhỏ xíu thân ngắn dùng vài hôm rách,dong_goi,neutral,"['cây', 'dù', 'nhỏ xíu', 'thân ngắn', 'dùng', 'vài', 'hôm', 'rách']"
cây dù nhỏ xíu thân ngắn dùng vài hôm rách,van_chuyen,neutral,"['cây', 'dù', 'nhỏ xíu', 'thân ngắn', 'dùng', 'vài', 'hôm', 'rách']"
cây dù nhỏ xíu thân ngắn dùng vài hôm rách,gia_ca,neutral,"['cây', 'dù', 'nhỏ xíu', 'thân ngắn', 'dùng', 'vài', 'hôm', 'rách']"
cây dù nhỏ xíu thân ngắn dùng vài hôm rách,overall,negative,"['cây', 'dù', 'nhỏ xíu', 'thân ngắn', 'dùng', 'vài', 'hôm', 'rách']"
tiền nào của nấy bung tùm lum,chat_luong,negative,"['tiền', 'nào', 'của', 'nấy', 'bung', 'tùm', 'lum']"
tiền nào của nấy bung tùm lum,dong_goi,neutral,"['tiền', 'nào', 'của', 'nấy', 'bung', 'tùm', 'lum']"
tiền nào của nấy bung tùm lum,van_chuyen,neutral,"['tiền', 'nào', 'của', 'nấy', 'bung', 'tùm', 'lum']"
tiền nào của nấy bung tùm lum,gia_ca,neutral,"['tiền', 'nào', 'của', 'nấy', 'bung', 'tùm', 'lum']"
tiền nào của nấy bung tùm lum,overall,negative,"['tiền', 'nào', 'của', 'nấy', 'bung', 'tùm', 'lum']"
khó sử dụng nút cứng,chat_luong,negative,"['khó', 'sử dụng', 'nút', 'cứng']"
khó sử dụng nút cứng,dong_goi,neutral,"['khó', 'sử dụng', 'nút', 'cứng']"
khó sử dụng nút cứng,van_chuyen,neutral,"['khó', 'sử dụng', 'nút', 'cứng']"
khó sử dụng nút cứng,gia_ca,neutral,"['khó', 'sử dụng', 'nút', 'cứng']"
khó sử dụng nút cứng,overall,negative,"['khó', 'sử dụng', 'nút', 'cứng']"
cụp lại muốn gãy tay,chat_luong,negative,"['cụp', 'lại', 'muốn', 'gãy', 'tay']"
cụp lại muốn gãy tay,dong_goi,neutral,"['cụp', 'lại', 'muốn', 'gãy', 'tay']"
cụp lại muốn gãy tay,van_chuyen,neutral,"['cụp', 'lại', 'muốn', 'gãy', 'tay']"
cụp lại muốn gãy tay,gia_ca,neutral,"['cụp', 'lại', 'muốn', 'gãy', 'tay']"
cụp lại muốn gãy tay,overall,negative,"['cụp', 'lại', 'muốn', 'gãy', 'tay']"
chất lượng mỏng dễ gãy,chat_luong,negative,"['chất lượng', 'mỏng', 'dễ', 'gãy']"
chất lượng mỏng dễ gãy,dong_goi,neutral,"['chất lượng', 'mỏng', 'dễ', 'gãy']"
chất lượng mỏng dễ gãy,van_chuyen,neutral,"['chất lượng', 'mỏng', 'dễ', 'gãy']"
chất lượng mỏng dễ gãy,gia_ca,neutral,"['chất lượng', 'mỏng', 'dễ', 'gãy']"
chất lượng mỏng dễ gãy,overall,negative,"['chất lượng', 'mỏng', 'dễ', 'gãy']"
dù mở ra gãy luôn,chat_luong,negative,"['dù', 'mở', 'ra', 'gãy', 'luôn']"
dù mở ra gãy luôn,dong_goi,neutral,"['dù', 'mở', 'ra', 'gãy', 'luôn']"
dù mở ra gãy luôn,van_chuyen,neutral,"['dù', 'mở', 'ra', 'gãy', 'luôn']"
dù mở ra gãy luôn,gia_ca,neutral,"['dù', 'mở', 'ra', 'gãy', 'luôn']"
dù mở ra gãy luôn,overall,negative,"['dù', 'mở', 'ra', 'gãy', 'luôn']"
bung gấp 1 nút ổn nhưng thu ngắn cực cứng nặng tay,chat_luong,negative,"['bung', 'gấp', '1', 'nút', 'ổn', 'nhưng', 'thu', 'ngắn', 'cực', 'cứng', 'nặng', 'tay']"
bung gấp 1 nút ổn nhưng thu ngắn cực cứng nặng tay,dong_goi,neutral,"['bung', 'gấp', '1', 'nút', 'ổn', 'nhưng', 'thu', 'ngắn', 'cực', 'cứng', 'nặng', 'tay']"
bung gấp 1 nút ổn nhưng thu ngắn cực cứng nặng tay,van_chuyen,neutral,"['bung', 'gấp', '1', 'nút', 'ổn', 'nhưng', 'thu', 'ngắn', 'cực', 'cứng', 'nặng', 'tay']"
bung gấp 1 nút ổn nhưng thu ngắn cực cứng nặng tay,gia_ca,neutral,"['bung', 'gấp', '1', 'nút', 'ổn', 'nhưng', 'thu', 'ngắn', 'cực', 'cứng', 'nặng', 'tay']"
bung gấp 1 nút ổn nhưng thu ngắn cực cứng nặng tay,overall,negative,"['bung', 'gấp', '1', 'nút', 'ổn', 'nhưng', 'thu', 'ngắn', 'cực', 'cứng', 'nặng', 'tay']"
thủ công không kĩ xương dù dễ ngược,chat_luong,negative,"['thủ công', 'không', 'kĩ xương', 'dù', 'dễ', 'ngược']"
thủ công không kĩ xương dù dễ ngược,dong_goi,neutral,"['thủ công', 'không', 'kĩ xương', 'dù', 'dễ', 'ngược']"
thủ công không kĩ xương dù dễ ngược,van_chuyen,neutral,"['thủ công', 'không', 'kĩ xương', 'dù', 'dễ', 'ngược']"
thủ công không kĩ xương dù dễ ngược,gia_ca,neutral,"['thủ công', 'không', 'kĩ xương', 'dù', 'dễ', 'ngược']"
thủ công không kĩ xương dù dễ ngược,overall,negative,"['thủ công', 'không', 'kĩ xương', 'dù', 'dễ', 'ngược']"
hơi nhỏ hơn dự tính,chat_luong,negative,"['hơi', 'nhỏ', 'hơn', 'dự tính']"
hơi nhỏ hơn dự tính,dong_goi,neutral,"['hơi', 'nhỏ', 'hơn', 'dự tính']"
hơi nhỏ hơn dự tính,van_chuyen,neutral,"['hơi', 'nhỏ', 'hơn', 'dự tính']"
hơi nhỏ hơn dự tính,gia_ca,neutral,"['hơi', 'nhỏ', 'hơn', 'dự tính']"
hơi nhỏ hơn dự tính,overall,negative,"['hơi', 'nhỏ', 'hơn', 'dự tính']"
xương dù mỏng nhỏ gió mạnh bật ngược gãy liền,chat_luong,negative,"['xương', 'dù', 'mỏng', 'nhỏ', 'gió', 'mạnh', 'bật', 'ngược', 'gãy', 'liền']"
xương dù mỏng nhỏ gió mạnh bật ngược gãy liền,dong_goi,neutral,"['xương', 'dù', 'mỏng', 'nhỏ', 'gió', 'mạnh', 'bật', 'ngược', 'gãy', 'liền']"
xương dù mỏng nhỏ gió mạnh bật ngược gãy liền,van_chuyen,neutral,"['xương', 'dù', 'mỏng', 'nhỏ', 'gió', 'mạnh', 'bật', 'ngược', 'gãy', 'liền']"
xương dù mỏng nhỏ gió mạnh bật ngược gãy liền,gia_ca,neutral,"['xương', 'dù', 'mỏng', 'nhỏ', 'gió', 'mạnh', 'bật', 'ngược', 'gãy', 'liền']"
xương dù mỏng nhỏ gió mạnh bật ngược gãy liền,overall,negative,"['xương', 'dù', 'mỏng', 'nhỏ', 'gió', 'mạnh', 'bật', 'ngược', 'gãy', 'liền']"
dù mỏng khó gập lại. dùng 2-3 lần kẹt không kéo xuống được,chat_luong,negative,"['dù', 'mỏng', 'khó', 'gập', 'lại', 'dùng', '2', '3', 'lần', 'kẹt', 'không', 'kéo', 'xuống', 'được']"
dù mỏng khó gập lại. dùng 2-3 lần kẹt không kéo xuống được,dong_goi,neutral,"['dù', 'mỏng', 'khó', 'gập', 'lại', 'dùng', '2', '3', 'lần', 'kẹt', 'không', 'kéo', 'xuống', 'được']"
dù mỏng khó gập lại. dùng 2-3 lần kẹt không kéo xuống được,van_chuyen,neutral,"['dù', 'mỏng', 'khó', 'gập', 'lại', 'dùng', '2', '3', 'lần', 'kẹt', 'không', 'kéo', 'xuống', 'được']"
dù mỏng khó gập lại. dùng 2-3 lần kẹt không kéo xuống được,gia_ca,neutral,"['dù', 'mỏng', 'khó', 'gập', 'lại', 'dùng', '2', '3', 'lần', 'kẹt', 'không', 'kéo', 'xuống', 'được']"
dù mỏng khó gập lại. dùng 2-3 lần kẹt không kéo xuống được,overall,negative,"['dù', 'mỏng', 'khó', 'gập', 'lại', 'dùng', '2', '3', 'lần', 'kẹt', 'không', 'kéo', 'xuống', 'được']"
bình luận rác không liên quan,chat_luong,neutral,"['bình luận', 'rác', 'không', 'liên quan']"
bình luận rác không liên quan,dong_goi,neutral,"['bình luận', 'rác', 'không', 'liên quan']"
bình luận rác không liên quan,van_chuyen,neutral,"['bình luận', 'rác', 'không', 'liên quan']"
bình luận rác không liên quan,gia_ca,neutral,"['bình luận', 'rác', 'không', 'liên quan']"
bình luận rác không liên quan,overall,neutral,"['bình luận', 'rác', 'không', 'liên quan']"
mở ra quá bé quảng cáo không đúng,chat_luong,negative,"['mở', 'ra', 'quá', 'bé', 'quảng cáo', 'không', 'đúng']"
mở ra quá bé quảng cáo không đúng,dong_goi,neutral,"['mở', 'ra', 'quá', 'bé', 'quảng cáo', 'không', 'đúng']"
mở ra quá bé quảng cáo không đúng,van_chuyen,neutral,"['mở', 'ra', 'quá', 'bé', 'quảng cáo', 'không', 'đúng']"
mở ra quá bé quảng cáo không đúng,gia_ca,neutral,"['mở', 'ra', 'quá', 'bé', 'quảng cáo', 'không', 'đúng']"
mở ra quá bé quảng cáo không đúng,overall,negative,"['mở', 'ra', 'quá', 'bé', 'quảng cáo', 'không', 'đúng']"
nút nhấn cứng. màu không giống hình,chat_luong,negative,"['nút', 'nhấn', 'cứng', 'màu', 'không', 'giống', 'hình']"
nút nhấn cứng. màu không giống hình,dong_goi,neutral,"['nút', 'nhấn', 'cứng', 'màu', 'không', 'giống', 'hình']"
nút nhấn cứng. màu không giống hình,van_chuyen,neutral,"['nút', 'nhấn', 'cứng', 'màu', 'không', 'giống', 'hình']"
nút nhấn cứng. màu không giống hình,gia_ca,neutral,"['nút', 'nhấn', 'cứng', 'màu', 'không', 'giống', 'hình']"
nút nhấn cứng. màu không giống hình,overall,negative,"['nút', 'nhấn', 'cứng', 'màu', 'không', 'giống', 'hình']"
dù bé yếu chỉ dùng che mưa nhỏ không bền,chat_luong,negative,"['dù', 'bé', 'yếu', 'chỉ', 'dùng', 'che', 'mưa', 'nhỏ', 'không', 'bền']"
dù bé yếu chỉ dùng che mưa nhỏ không bền,dong_goi,neutral,"['dù', 'bé', 'yếu', 'chỉ', 'dùng', 'che', 'mưa', 'nhỏ', 'không', 'bền']"
dù bé yếu chỉ dùng che mưa nhỏ không bền,van_chuyen,neutral,"['dù', 'bé', 'yếu', 'chỉ', 'dùng', 'che', 'mưa', 'nhỏ', 'không', 'bền']"
dù bé yếu chỉ dùng che mưa nhỏ không bền,gia_ca,neutral,"['dù', 'bé', 'yếu', 'chỉ', 'dùng', 'che', 'mưa', 'nhỏ', 'không', 'bền']"
dù bé yếu chỉ dùng che mưa nhỏ không bền,overall,negative,"['dù', 'bé', 'yếu', 'chỉ', 'dùng', 'che', 'mưa', 'nhỏ', 'không', 'bền']"
shop không nhiệt tình. ô bị gãy,chat_luong,negative,"['shop', 'không', 'nhiệt tình', 'ô', 'bị', 'gãy']"
shop không nhiệt tình. ô bị gãy,dong_goi,neutral,"['shop', 'không', 'nhiệt tình', 'ô', 'bị', 'gãy']"
shop không nhiệt tình. ô bị gãy,van_chuyen,neutral,"['shop', 'không', 'nhiệt tình', 'ô', 'bị', 'gãy']"
shop không nhiệt tình. ô bị gãy,gia_ca,neutral,"['shop', 'không', 'nhiệt tình', 'ô', 'bị', 'gãy']"
shop không nhiệt tình. ô bị gãy,overall,negative,"['shop', 'không', 'nhiệt tình', 'ô', 'bị', 'gãy']"
cầm không chắc chắn dây cuốn sắp bung,chat_luong,negative,"['cầm', 'không', 'chắc chắn', 'dây', 'cuốn', 'sắp', 'bung']"
cầm không chắc chắn dây cuốn sắp bung,dong_goi,neutral,"['cầm', 'không', 'chắc chắn', 'dây', 'cuốn', 'sắp', 'bung']"
cầm không chắc chắn dây cuốn sắp bung,van_chuyen,neutral,"['cầm', 'không', 'chắc chắn', 'dây', 'cuốn', 'sắp', 'bung']"
cầm không chắc chắn dây cuốn sắp bung,gia_ca,neutral,"['cầm', 'không', 'chắc chắn', 'dây', 'cuốn', 'sắp', 'bung']"
cầm không chắc chắn dây cuốn sắp bung,overall,negative,"['cầm', 'không', 'chắc chắn', 'dây', 'cuốn', 'sắp', 'bung']"
giao hàng nhanh. nút bấm cứng. dù mỏng yếu. giá rẻ tạm chấp nhận,chat_luong,negative,"['giao', 'hàng', 'nhanh', 'nút', 'bấm', 'cứng', 'dù', 'mỏng yếu', 'giá', 'rẻ', 'tạm', 'chấp nhận']"
giao hàng nhanh. nút bấm cứng. dù mỏng yếu. giá rẻ tạm chấp nhận,dong_goi,neutral,"['giao', 'hàng', 'nhanh', 'nút', 'bấm', 'cứng', 'dù', 'mỏng yếu', 'giá', 'rẻ', 'tạm', 'chấp nhận']"
giao hàng nhanh. nút bấm cứng. dù mỏng yếu. giá rẻ tạm chấp nhận,van_chuyen,positive,"['giao', 'hàng', 'nhanh', 'nút', 'bấm', 'cứng', 'dù', 'mỏng yếu', 'giá', 'rẻ', 'tạm', 'chấp nhận']"
giao hàng nhanh. nút bấm cứng. dù mỏng yếu. giá rẻ tạm chấp nhận,gia_ca,positive,"['giao', 'hàng', 'nhanh', 'nút', 'bấm', 'cứng', 'dù', 'mỏng yếu', 'giá', 'rẻ', 'tạm', 'chấp nhận']"
giao hàng nhanh. nút bấm cứng. dù mỏng yếu. giá rẻ tạm chấp nhận,overall,neutral,"['giao', 'hàng', 'nhanh', 'nút', 'bấm', 'cứng', 'dù', 'mỏng yếu', 'giá', 'rẻ', 'tạm', 'chấp nhận']"
màu sắc đẹp nhưng chất lượng đáng ngại. chỗ để nước gãy ngay lần đầu dùng. nhân viên nhiệt tình đổi hàng. vali tương đối nhẹ,chat_luong,negative,"['màu sắc đẹp', 'nhưng', 'chất lượng', 'đáng', 'ngại', 'chỗ', 'để', 'nước', 'gãy', 'ngay', 'lần', 'đầu', 'dùng', 'nhân viên', 'nhiệt tình', 'đổi', 'hàng', 'vali', 'tương đối', 'nhẹ']"
màu sắc đẹp nhưng chất lượng đáng ngại. chỗ để nước gãy ngay lần đầu dùng. nhân viên nhiệt tình đổi hàng. vali tương đối nhẹ,dong_goi,neutral,"['màu sắc đẹp', 'nhưng', 'chất lượng', 'đáng', 'ngại', 'chỗ', 'để', 'nước', 'gãy', 'ngay', 'lần', 'đầu', 'dùng', 'nhân viên', 'nhiệt tình', 'đổi', 'hàng', 'vali', 'tương đối', 'nhẹ']"
màu sắc đẹp nhưng chất lượng đáng ngại. chỗ để nước gãy ngay lần đầu dùng. nhân viên nhiệt tình đổi hàng. vali tương đối nhẹ,van_chuyen,neutral,"['màu sắc đẹp', 'nhưng', 'chất lượng', 'đáng', 'ngại', 'chỗ', 'để', 'nước', 'gãy', 'ngay', 'lần', 'đầu', 'dùng', 'nhân viên', 'nhiệt tình', 'đổi', 'hàng', 'vali', 'tương đối', 'nhẹ']"
màu sắc đẹp nhưng chất lượng đáng ngại. chỗ để nước gãy ngay lần đầu dùng. nhân viên nhiệt tình đổi hàng. vali tương đối nhẹ,gia_ca,neutral,"['màu sắc đẹp', 'nhưng', 'chất lượng', 'đáng', 'ngại', 'chỗ', 'để', 'nước', 'gãy', 'ngay', 'lần', 'đầu', 'dùng', 'nhân viên', 'nhiệt tình', 'đổi', 'hàng', 'vali', 'tương đối', 'nhẹ']"
màu sắc đẹp nhưng chất lượng đáng ngại. chỗ để nước gãy ngay lần đầu dùng. nhân viên nhiệt tình đổi hàng. vali tương đối nhẹ,overall,negative,"['màu sắc đẹp', 'nhưng', 'chất lượng', 'đáng', 'ngại', 'chỗ', 'để', 'nước', 'gãy', 'ngay', 'lần', 'đầu', 'dùng', 'nhân viên', 'nhiệt tình', 'đổi', 'hàng', 'vali', 'tương đối', 'nhẹ']"
chất liệu nhựa không đáng tiền 800k,chat_luong,negative,"['chất liệu', 'nhựa', 'không', 'đáng', 'tiền', '800', 'k']"
chất liệu nhựa không đáng tiền 800k,dong_goi,neutral,"['chất liệu', 'nhựa', 'không', 'đáng', 'tiền', '800', 'k']"
chất liệu nhựa không đáng tiền 800k,van_chuyen,neutral,"['chất liệu', 'nhựa', 'không', 'đáng', 'tiền', '800', 'k']"
chất liệu nhựa không đáng tiền 800k,gia_ca,negative,"['chất liệu', 'nhựa', 'không', 'đáng', 'tiền', '800', 'k']"
chất liệu nhựa không đáng tiền 800k,overall,negative,"['chất liệu', 'nhựa', 'không', 'đáng', 'tiền', '800', 'k']"
nhận hàng thất vọng nhìn như đồ đã xài rồi,chat_luong,negative,"['nhận', 'hàng', 'thất vọng', 'nhìn', 'như', 'đồ', 'đã', 'xài', 'rồi']"
nhận hàng thất vọng nhìn như đồ đã xài rồi,dong_goi,neutral,"['nhận', 'hàng', 'thất vọng', 'nhìn', 'như', 'đồ', 'đã', 'xài', 'rồi']"
nhận hàng thất vọng nhìn như đồ đã xài rồi,van_chuyen,neutral,"['nhận', 'hàng', 'thất vọng', 'nhìn', 'như', 'đồ', 'đã', 'xài', 'rồi']"
nhận hàng thất vọng nhìn như đồ đã xài rồi,gia_ca,neutral,"['nhận', 'hàng', 'thất vọng', 'nhìn', 'như', 'đồ', 'đã', 'xài', 'rồi']"
nhận hàng thất vọng nhìn như đồ đã xài rồi,overall,negative,"['nhận', 'hàng', 'thất vọng', 'nhìn', 'như', 'đồ', 'đã', 'xài', 'rồi']"
màu sắc đẹp nhưng trên vali nhiều chỗ dơ và bị quẹt xước,chat_luong,negative,"['màu sắc đẹp', 'nhưng', 'trên', 'vali', 'nhiều', 'chỗ', 'dơ', 'và', 'bị', 'quẹt', 'xước']"
màu sắc đẹp nhưng trên vali nhiều chỗ dơ và bị quẹt xước,dong_goi,neutral,"['màu sắc đẹp', 'nhưng', 'trên', 'vali', 'nhiều', 'chỗ', 'dơ', 'và', 'bị', 'quẹt', 'xước']"
màu sắc đẹp nhưng trên vali nhiều chỗ dơ và bị quẹt xước,van_chuyen,neutral,"['màu sắc đẹp', 'nhưng', 'trên', 'vali', 'nhiều', 'chỗ', 'dơ', 'và', 'bị', 'quẹt', 'xước']"
màu sắc đẹp nhưng trên vali nhiều chỗ dơ và bị quẹt xước,gia_ca,neutral,"['màu sắc đẹp', 'nhưng', 'trên', 'vali', 'nhiều', 'chỗ', 'dơ', 'và', 'bị', 'quẹt', 'xước']"
màu sắc đẹp nhưng trên vali nhiều chỗ dơ và bị quẹt xước,overall,negative,"['màu sắc đẹp', 'nhưng', 'trên', 'vali', 'nhiều', 'chỗ', 'dơ', 'và', 'bị', 'quẹt', 'xước']"
vali xước nhiều góc. giao hàng lâu. tay cầm rít khóa rít. chất lượng kém so với chỗ khác,chat_luong,negative,"['vali', 'xước', 'nhiều', 'góc', 'giao', 'hàng', 'lâu', 'tay', 'cầm', 'rít', 'khóa rít', 'chất lượng', 'kém', 'so', 'với', 'chỗ', 'khác']"
vali xước nhiều góc. giao hàng lâu. tay cầm rít khóa rít. chất lượng kém so với chỗ khác,dong_goi,neutral,"['vali', 'xước', 'nhiều', 'góc', 'giao', 'hàng', 'lâu', 'tay', 'cầm', 'rít', 'khóa rít', 'chất lượng', 'kém', 'so', 'với', 'chỗ', 'khác']"
vali xước nhiều góc. giao hàng lâu. tay cầm rít khóa rít. chất lượng kém so với chỗ khác,van_chuyen,negative,"['vali', 'xước', 'nhiều', 'góc', 'giao', 'hàng', 'lâu', 'tay', 'cầm', 'rít', 'khóa rít', 'chất lượng', 'kém', 'so', 'với', 'chỗ', 'khác']"
vali xước nhiều góc. giao hàng lâu. tay cầm rít khóa rít. chất lượng kém so với chỗ khác,gia_ca,neutral,"['vali', 'xước', 'nhiều', 'góc', 'giao', 'hàng', 'lâu', 'tay', 'cầm', 'rít', 'khóa rít', 'chất lượng', 'kém', 'so', 'với', 'chỗ', 'khác']"
vali xước nhiều góc. giao hàng lâu. tay cầm rít khóa rít. chất lượng kém so với chỗ khác,overall,negative,"['vali', 'xước', 'nhiều', 'góc', 'giao', 'hàng', 'lâu', 'tay', 'cầm', 'rít', 'khóa rít', 'chất lượng', 'kém', 'so', 'với', 'chỗ', 'khác']"
mua cái thứ 2 nhận hàng thấy móp rồi,chat_luong,negative,"['mua', 'cái', 'thứ', '2', 'nhận', 'hàng', 'thấy', 'móp', 'rồi']"
mua cái thứ 2 nhận hàng thấy móp rồi,dong_goi,neutral,"['mua', 'cái', 'thứ', '2', 'nhận', 'hàng', 'thấy', 'móp', 'rồi']"
