comment,aspect,sentiment,clean_comment,text_input
móp ở phía trong giữa không do vận chuyển. 6mm dễ đau gối,gia_ca,neutral,"['móp', 'ở', 'phía', 'trong', 'giữa', 'không', 'do', 'vận chuyển', '6', 'mm', 'dễ', 'đau', 'gối']","['móp', 'ở', 'phía', 'trong', 'giữa', 'không', 'do', 'vận chuyển', '6', 'mm', 'dễ', 'đau', 'gối'] aspect_gia_ca"
móp ở phía trong giữa không do vận chuyển. 6mm dễ đau gối,overall,negative,"['móp', 'ở', 'phía', 'trong', 'giữa', 'không', 'do', 'vận chuyển', '6', 'mm', 'dễ', 'đau', 'gối']","['móp', 'ở', 'phía', 'trong', 'giữa', 'không', 'do', 'vận chuyển', '6', 'mm', 'dễ', 'đau', 'gối'] aspect_overall"
giao hàng không kĩ dơ 2 đầu mặc dù có bọc,chat_luong,negative,"['giao', 'hàng không', 'kĩ dơ', '2', 'đầu', 'mặc dù', 'có', 'bọc']","['giao', 'hàng không', 'kĩ dơ', '2', 'đầu', 'mặc dù', 'có', 'bọc'] aspect_chat_luong"
giao hàng không kĩ dơ 2 đầu mặc dù có bọc,dong_goi,negative,"['giao', 'hàng không', 'kĩ dơ', '2', 'đầu', 'mặc dù', 'có', 'bọc']","['giao', 'hàng không', 'kĩ dơ', '2', 'đầu', 'mặc dù', 'có', 'bọc'] aspect_dong_goi"
giao hàng không kĩ dơ 2 đầu mặc dù có bọc,van_chuyen,neutral,"['giao', 'hàng không', 'kĩ dơ', '2', 'đầu', 'mặc dù', 'có', 'bọc']","['giao', 'hàng không', 'kĩ dơ', '2', 'đầu', 'mặc dù', 'có', 'bọc'] aspect_van_chuyen"
giao hàng không kĩ dơ 2 đầu mặc dù có bọc,gia_ca,neutral,"['giao', 'hàng không', 'kĩ dơ', '2', 'đầu', 'mặc dù', 'có', 'bọc']","['giao', 'hàng không', 'kĩ dơ', '2', 'đầu', 'mặc dù', 'có', 'bọc'] aspect_gia_ca"
giao hàng không kĩ dơ 2 đầu mặc dù có bọc,overall,negative,"['giao', 'hàng không', 'kĩ dơ', '2', 'đầu', 'mặc dù', 'có', 'bọc']","['giao', 'hàng không', 'kĩ dơ', '2', 'đầu', 'mặc dù', 'có', 'bọc'] aspect_overall"
không lựa được màu hàng móp méo biến dạng,chat_luong,negative,"['không', 'lựa', 'được', 'màu', 'hàng', 'móp', 'méo', 'biến dạng']","['không', 'lựa', 'được', 'màu', 'hàng', 'móp', 'méo', 'biến dạng'] aspect_chat_luong"
không lựa được màu hàng móp méo biến dạng,dong_goi,neutral,"['không', 'lựa', 'được', 'màu', 'hàng', 'móp', 'méo', 'biến dạng']","['không', 'lựa', 'được', 'màu', 'hàng', 'móp', 'méo', 'biến dạng'] aspect_dong_goi"
không lựa được màu hàng móp méo biến dạng,van_chuyen,neutral,"['không', 'lựa', 'được', 'màu', 'hàng', 'móp', 'méo', 'biến dạng']","['không', 'lựa', 'được', 'màu', 'hàng', 'móp', 'méo', 'biến dạng'] aspect_van_chuyen"
không lựa được màu hàng móp méo biến dạng,gia_ca,neutral,"['không', 'lựa', 'được', 'màu', 'hàng', 'móp', 'méo', 'biến dạng']","['không', 'lựa', 'được', 'màu', 'hàng', 'móp', 'méo', 'biến dạng'] aspect_gia_ca"
không lựa được màu hàng móp méo biến dạng,overall,negative,"['không', 'lựa', 'được', 'màu', 'hàng', 'móp', 'méo', 'biến dạng']","['không', 'lựa', 'được', 'màu', 'hàng', 'móp', 'méo', 'biến dạng'] aspect_overall"
thảm dày dặn oke xốp cứng không mềm. giao sai màu,chat_luong,negative,"['thảm', 'dày', 'dặn', 'oke', 'xốp', 'cứng', 'không', 'mềm', 'giao', 'sai', 'màu']","['thảm', 'dày', 'dặn', 'oke', 'xốp', 'cứng', 'không', 'mềm', 'giao', 'sai', 'màu'] aspect_chat_luong"
thảm dày dặn oke xốp cứng không mềm. giao sai màu,dong_goi,neutral,"['thảm', 'dày', 'dặn', 'oke', 'xốp', 'cứng', 'không', 'mềm', 'giao', 'sai', 'màu']","['thảm', 'dày', 'dặn', 'oke', 'xốp', 'cứng', 'không', 'mềm', 'giao', 'sai', 'màu'] aspect_dong_goi"
thảm dày dặn oke xốp cứng không mềm. giao sai màu,van_chuyen,neutral,"['thảm', 'dày', 'dặn', 'oke', 'xốp', 'cứng', 'không', 'mềm', 'giao', 'sai', 'màu']","['thảm', 'dày', 'dặn', 'oke', 'xốp', 'cứng', 'không', 'mềm', 'giao', 'sai', 'màu'] aspect_van_chuyen"
thảm dày dặn oke xốp cứng không mềm. giao sai màu,gia_ca,neutral,"['thảm', 'dày', 'dặn', 'oke', 'xốp', 'cứng', 'không', 'mềm', 'giao', 'sai', 'màu']","['thảm', 'dày', 'dặn', 'oke', 'xốp', 'cứng', 'không', 'mềm', 'giao', 'sai', 'màu'] aspect_gia_ca"
thảm dày dặn oke xốp cứng không mềm. giao sai màu,overall,neutral,"['thảm', 'dày', 'dặn', 'oke', 'xốp', 'cứng', 'không', 'mềm', 'giao', 'sai', 'màu']","['thảm', 'dày', 'dặn', 'oke', 'xốp', 'cứng', 'không', 'mềm', 'giao', 'sai', 'màu'] aspect_overall"
hoàn hàng đặt lại giao 6mm thay vì 8mm màu không đậm nét dơ nhẹ,chat_luong,negative,"['hoàn', 'hàng', 'đặt', 'lại', 'giao', '6', 'mm', 'thay vì', '8', 'mm', 'màu', 'không', 'đậm nét', 'dơ', 'nhẹ']","['hoàn', 'hàng', 'đặt', 'lại', 'giao', '6', 'mm', 'thay vì', '8', 'mm', 'màu', 'không', 'đậm nét', 'dơ', 'nhẹ'] aspect_chat_luong"
hoàn hàng đặt lại giao 6mm thay vì 8mm màu không đậm nét dơ nhẹ,dong_goi,neutral,"['hoàn', 'hàng', 'đặt', 'lại', 'giao', '6', 'mm', 'thay vì', '8', 'mm', 'màu', 'không', 'đậm nét', 'dơ', 'nhẹ']","['hoàn', 'hàng', 'đặt', 'lại', 'giao', '6', 'mm', 'thay vì', '8', 'mm', 'màu', 'không', 'đậm nét', 'dơ', 'nhẹ'] aspect_dong_goi"
hoàn hàng đặt lại giao 6mm thay vì 8mm màu không đậm nét dơ nhẹ,van_chuyen,negative,"['hoàn', 'hàng', 'đặt', 'lại', 'giao', '6', 'mm', 'thay vì', '8', 'mm', 'màu', 'không', 'đậm nét', 'dơ', 'nhẹ']","['hoàn', 'hàng', 'đặt', 'lại', 'giao', '6', 'mm', 'thay vì', '8', 'mm', 'màu', 'không', 'đậm nét', 'dơ', 'nhẹ'] aspect_van_chuyen"
hoàn hàng đặt lại giao 6mm thay vì 8mm màu không đậm nét dơ nhẹ,gia_ca,neutral,"['hoàn', 'hàng', 'đặt', 'lại', 'giao', '6', 'mm', 'thay vì', '8', 'mm', 'màu', 'không', 'đậm nét', 'dơ', 'nhẹ']","['hoàn', 'hàng', 'đặt', 'lại', 'giao', '6', 'mm', 'thay vì', '8', 'mm', 'màu', 'không', 'đậm nét', 'dơ', 'nhẹ'] aspect_gia_ca"
hoàn hàng đặt lại giao 6mm thay vì 8mm màu không đậm nét dơ nhẹ,overall,negative,"['hoàn', 'hàng', 'đặt', 'lại', 'giao', '6', 'mm', 'thay vì', '8', 'mm', 'màu', 'không', 'đậm nét', 'dơ', 'nhẹ']","['hoàn', 'hàng', 'đặt', 'lại', 'giao', '6', 'mm', 'thay vì', '8', 'mm', 'màu', 'không', 'đậm nét', 'dơ', 'nhẹ'] aspect_overall"
móp lằn vết bẩn nhẹ giao lâu hơn dự kiến,chat_luong,negative,"['móp', 'lằn', 'vết', 'bẩn', 'nhẹ', 'giao', 'lâu', 'hơn', 'dự kiến']","['móp', 'lằn', 'vết', 'bẩn', 'nhẹ', 'giao', 'lâu', 'hơn', 'dự kiến'] aspect_chat_luong"
móp lằn vết bẩn nhẹ giao lâu hơn dự kiến,dong_goi,neutral,"['móp', 'lằn', 'vết', 'bẩn', 'nhẹ', 'giao', 'lâu', 'hơn', 'dự kiến']","['móp', 'lằn', 'vết', 'bẩn', 'nhẹ', 'giao', 'lâu', 'hơn', 'dự kiến'] aspect_dong_goi"
móp lằn vết bẩn nhẹ giao lâu hơn dự kiến,van_chuyen,negative,"['móp', 'lằn', 'vết', 'bẩn', 'nhẹ', 'giao', 'lâu', 'hơn', 'dự kiến']","['móp', 'lằn', 'vết', 'bẩn', 'nhẹ', 'giao', 'lâu', 'hơn', 'dự kiến'] aspect_van_chuyen"
móp lằn vết bẩn nhẹ giao lâu hơn dự kiến,gia_ca,neutral,"['móp', 'lằn', 'vết', 'bẩn', 'nhẹ', 'giao', 'lâu', 'hơn', 'dự kiến']","['móp', 'lằn', 'vết', 'bẩn', 'nhẹ', 'giao', 'lâu', 'hơn', 'dự kiến'] aspect_gia_ca"
móp lằn vết bẩn nhẹ giao lâu hơn dự kiến,overall,negative,"['móp', 'lằn', 'vết', 'bẩn', 'nhẹ', 'giao', 'lâu', 'hơn', 'dự kiến']","['móp', 'lằn', 'vết', 'bẩn', 'nhẹ', 'giao', 'lâu', 'hơn', 'dự kiến'] aspect_overall"
êm chống trượt tạm ổn giá rẻ không được chọn màu,chat_luong,positive,"['êm', 'chống', 'trượt', 'tạm', 'ổn', 'giá', 'rẻ', 'không', 'được', 'chọn', 'màu']","['êm', 'chống', 'trượt', 'tạm', 'ổn', 'giá', 'rẻ', 'không', 'được', 'chọn', 'màu'] aspect_chat_luong"
êm chống trượt tạm ổn giá rẻ không được chọn màu,dong_goi,neutral,"['êm', 'chống', 'trượt', 'tạm', 'ổn', 'giá', 'rẻ', 'không', 'được', 'chọn', 'màu']","['êm', 'chống', 'trượt', 'tạm', 'ổn', 'giá', 'rẻ', 'không', 'được', 'chọn', 'màu'] aspect_dong_goi"
êm chống trượt tạm ổn giá rẻ không được chọn màu,van_chuyen,neutral,"['êm', 'chống', 'trượt', 'tạm', 'ổn', 'giá', 'rẻ', 'không', 'được', 'chọn', 'màu']","['êm', 'chống', 'trượt', 'tạm', 'ổn', 'giá', 'rẻ', 'không', 'được', 'chọn', 'màu'] aspect_van_chuyen"
êm chống trượt tạm ổn giá rẻ không được chọn màu,gia_ca,positive,"['êm', 'chống', 'trượt', 'tạm', 'ổn', 'giá', 'rẻ', 'không', 'được', 'chọn', 'màu']","['êm', 'chống', 'trượt', 'tạm', 'ổn', 'giá', 'rẻ', 'không', 'được', 'chọn', 'màu'] aspect_gia_ca"
êm chống trượt tạm ổn giá rẻ không được chọn màu,overall,positive,"['êm', 'chống', 'trượt', 'tạm', 'ổn', 'giá', 'rẻ', 'không', 'được', 'chọn', 'màu']","['êm', 'chống', 'trượt', 'tạm', 'ổn', 'giá', 'rẻ', 'không', 'được', 'chọn', 'màu'] aspect_overall"
êm giao khá nhanh giá hơi chát chất lượng cũng đi,chat_luong,neutral,"['êm', 'giao', 'khá', 'nhanh', 'giá', 'hơi chát', 'chất lượng', 'cũng', 'đi']","['êm', 'giao', 'khá', 'nhanh', 'giá', 'hơi chát', 'chất lượng', 'cũng', 'đi'] aspect_chat_luong"
êm giao khá nhanh giá hơi chát chất lượng cũng đi,dong_goi,neutral,"['êm', 'giao', 'khá', 'nhanh', 'giá', 'hơi chát', 'chất lượng', 'cũng', 'đi']","['êm', 'giao', 'khá', 'nhanh', 'giá', 'hơi chát', 'chất lượng', 'cũng', 'đi'] aspect_dong_goi"
êm giao khá nhanh giá hơi chát chất lượng cũng đi,van_chuyen,positive,"['êm', 'giao', 'khá', 'nhanh', 'giá', 'hơi chát', 'chất lượng', 'cũng', 'đi']","['êm', 'giao', 'khá', 'nhanh', 'giá', 'hơi chát', 'chất lượng', 'cũng', 'đi'] aspect_van_chuyen"
êm giao khá nhanh giá hơi chát chất lượng cũng đi,gia_ca,negative,"['êm', 'giao', 'khá', 'nhanh', 'giá', 'hơi chát', 'chất lượng', 'cũng', 'đi']","['êm', 'giao', 'khá', 'nhanh', 'giá', 'hơi chát', 'chất lượng', 'cũng', 'đi'] aspect_gia_ca"
êm giao khá nhanh giá hơi chát chất lượng cũng đi,overall,neutral,"['êm', 'giao', 'khá', 'nhanh', 'giá', 'hơi chát', 'chất lượng', 'cũng', 'đi']","['êm', 'giao', 'khá', 'nhanh', 'giá', 'hơi chát', 'chất lượng', 'cũng', 'đi'] aspect_overall"
giao sai màu thảm dày chấp nhận được,chat_luong,neutral,"['giao', 'sai', 'màu', 'thảm dày', 'chấp nhận', 'được']","['giao', 'sai', 'màu', 'thảm dày', 'chấp nhận', 'được'] aspect_chat_luong"
giao sai màu thảm dày chấp nhận được,dong_goi,neutral,"['giao', 'sai', 'màu', 'thảm dày', 'chấp nhận', 'được']","['giao', 'sai', 'màu', 'thảm dày', 'chấp nhận', 'được'] aspect_dong_goi"
giao sai màu thảm dày chấp nhận được,van_chuyen,neutral,"['giao', 'sai', 'màu', 'thảm dày', 'chấp nhận', 'được']","['giao', 'sai', 'màu', 'thảm dày', 'chấp nhận', 'được'] aspect_van_chuyen"
giao sai màu thảm dày chấp nhận được,gia_ca,neutral,"['giao', 'sai', 'màu', 'thảm dày', 'chấp nhận', 'được']","['giao', 'sai', 'màu', 'thảm dày', 'chấp nhận', 'được'] aspect_gia_ca"
giao sai màu thảm dày chấp nhận được,overall,neutral,"['giao', 'sai', 'màu', 'thảm dày', 'chấp nhận', 'được']","['giao', 'sai', 'màu', 'thảm dày', 'chấp nhận', 'được'] aspect_overall"
thảm cứng cáp mùi nhựa dơ và bung nhựa như dùng rồi giao hàng nhanh,chat_luong,negative,"['thảm', 'cứng cáp', 'mùi', 'nhựa', 'dơ', 'và', 'bung', 'nhựa', 'như', 'dùng', 'rồi', 'giao', 'hàng', 'nhanh']","['thảm', 'cứng cáp', 'mùi', 'nhựa', 'dơ', 'và', 'bung', 'nhựa', 'như', 'dùng', 'rồi', 'giao', 'hàng', 'nhanh'] aspect_chat_luong"
thảm cứng cáp mùi nhựa dơ và bung nhựa như dùng rồi giao hàng nhanh,dong_goi,neutral,"['thảm', 'cứng cáp', 'mùi', 'nhựa', 'dơ', 'và', 'bung', 'nhựa', 'như', 'dùng', 'rồi', 'giao', 'hàng', 'nhanh']","['thảm', 'cứng cáp', 'mùi', 'nhựa', 'dơ', 'và', 'bung', 'nhựa', 'như', 'dùng', 'rồi', 'giao', 'hàng', 'nhanh'] aspect_dong_goi"
thảm cứng cáp mùi nhựa dơ và bung nhựa như dùng rồi giao hàng nhanh,van_chuyen,positive,"['thảm', 'cứng cáp', 'mùi', 'nhựa', 'dơ', 'và', 'bung', 'nhựa', 'như', 'dùng', 'rồi', 'giao', 'hàng', 'nhanh']","['thảm', 'cứng cáp', 'mùi', 'nhựa', 'dơ', 'và', 'bung', 'nhựa', 'như', 'dùng', 'rồi', 'giao', 'hàng', 'nhanh'] aspect_van_chuyen"
thảm cứng cáp mùi nhựa dơ và bung nhựa như dùng rồi giao hàng nhanh,gia_ca,neutral,"['thảm', 'cứng cáp', 'mùi', 'nhựa', 'dơ', 'và', 'bung', 'nhựa', 'như', 'dùng', 'rồi', 'giao', 'hàng', 'nhanh']","['thảm', 'cứng cáp', 'mùi', 'nhựa', 'dơ', 'và', 'bung', 'nhựa', 'như', 'dùng', 'rồi', 'giao', 'hàng', 'nhanh'] aspect_gia_ca"
thảm cứng cáp mùi nhựa dơ và bung nhựa như dùng rồi giao hàng nhanh,overall,negative,"['thảm', 'cứng cáp', 'mùi', 'nhựa', 'dơ', 'và', 'bung', 'nhựa', 'như', 'dùng', 'rồi', 'giao', 'hàng', 'nhanh']","['thảm', 'cứng cáp', 'mùi', 'nhựa', 'dơ', 'và', 'bung', 'nhựa', 'như', 'dùng', 'rồi', 'giao', 'hàng', 'nhanh'] aspect_overall"
thảm dơ khiếu nại hỗ trợ nhanh chóng kịp thời,chat_luong,negative,"['thảm', 'dơ', 'khiếu nại', 'hỗ trợ', 'nhanh chóng', 'kịp thời']","['thảm', 'dơ', 'khiếu nại', 'hỗ trợ', 'nhanh chóng', 'kịp thời'] aspect_chat_luong"
thảm dơ khiếu nại hỗ trợ nhanh chóng kịp thời,dong_goi,neutral,"['thảm', 'dơ', 'khiếu nại', 'hỗ trợ', 'nhanh chóng', 'kịp thời']","['thảm', 'dơ', 'khiếu nại', 'hỗ trợ', 'nhanh chóng', 'kịp thời'] aspect_dong_goi"
thảm dơ khiếu nại hỗ trợ nhanh chóng kịp thời,van_chuyen,neutral,"['thảm', 'dơ', 'khiếu nại', 'hỗ trợ', 'nhanh chóng', 'kịp thời']","['thảm', 'dơ', 'khiếu nại', 'hỗ trợ', 'nhanh chóng', 'kịp thời'] aspect_van_chuyen"
thảm dơ khiếu nại hỗ trợ nhanh chóng kịp thời,gia_ca,neutral,"['thảm', 'dơ', 'khiếu nại', 'hỗ trợ', 'nhanh chóng', 'kịp thời']","['thảm', 'dơ', 'khiếu nại', 'hỗ trợ', 'nhanh chóng', 'kịp thời'] aspect_gia_ca"
thảm dơ khiếu nại hỗ trợ nhanh chóng kịp thời,overall,negative,"['thảm', 'dơ', 'khiếu nại', 'hỗ trợ', 'nhanh chóng', 'kịp thời']","['thảm', 'dơ', 'khiếu nại', 'hỗ trợ', 'nhanh chóng', 'kịp thời'] aspect_overall"
hàng rất êm mịn xịn xò,chat_luong,positive,"['hàng', 'rất', 'êm mịn', 'xịn', 'xò']","['hàng', 'rất', 'êm mịn', 'xịn', 'xò'] aspect_chat_luong"
hàng rất êm mịn xịn xò,dong_goi,neutral,"['hàng', 'rất', 'êm mịn', 'xịn', 'xò']","['hàng', 'rất', 'êm mịn', 'xịn', 'xò'] aspect_dong_goi"
hàng rất êm mịn xịn xò,van_chuyen,neutral,"['hàng', 'rất', 'êm mịn', 'xịn', 'xò']","['hàng', 'rất', 'êm mịn', 'xịn', 'xò'] aspect_van_chuyen"
hàng rất êm mịn xịn xò,gia_ca,neutral,"['hàng', 'rất', 'êm mịn', 'xịn', 'xò']","['hàng', 'rất', 'êm mịn', 'xịn', 'xò'] aspect_gia_ca"
hàng rất êm mịn xịn xò,overall,positive,"['hàng', 'rất', 'êm mịn', 'xịn', 'xò']","['hàng', 'rất', 'êm mịn', 'xịn', 'xò'] aspect_overall"
giao hàng nhanh thảm có 1 lỗ,chat_luong,negative,"['giao', 'hàng', 'nhanh', 'thảm', 'có', '1', 'lỗ']","['giao', 'hàng', 'nhanh', 'thảm', 'có', '1', 'lỗ'] aspect_chat_luong"
giao hàng nhanh thảm có 1 lỗ,dong_goi,neutral,"['giao', 'hàng', 'nhanh', 'thảm', 'có', '1', 'lỗ']","['giao', 'hàng', 'nhanh', 'thảm', 'có', '1', 'lỗ'] aspect_dong_goi"
giao hàng nhanh thảm có 1 lỗ,van_chuyen,positive,"['giao', 'hàng', 'nhanh', 'thảm', 'có', '1', 'lỗ']","['giao', 'hàng', 'nhanh', 'thảm', 'có', '1', 'lỗ'] aspect_van_chuyen"
giao hàng nhanh thảm có 1 lỗ,gia_ca,neutral,"['giao', 'hàng', 'nhanh', 'thảm', 'có', '1', 'lỗ']","['giao', 'hàng', 'nhanh', 'thảm', 'có', '1', 'lỗ'] aspect_gia_ca"
giao hàng nhanh thảm có 1 lỗ,overall,negative,"['giao', 'hàng', 'nhanh', 'thảm', 'có', '1', 'lỗ']","['giao', 'hàng', 'nhanh', 'thảm', 'có', '1', 'lỗ'] aspect_overall"
thảm tím xám ok mềm dễ cuộn thảm xanh thô cứng khó cuộn,chat_luong,neutral,"['thảm', 'tím', 'xám', 'ok', 'mềm', 'dễ', 'cuộn', 'thảm xanh', 'thô cứng', 'khó', 'cuộn']","['thảm', 'tím', 'xám', 'ok', 'mềm', 'dễ', 'cuộn', 'thảm xanh', 'thô cứng', 'khó', 'cuộn'] aspect_chat_luong"
thảm tím xám ok mềm dễ cuộn thảm xanh thô cứng khó cuộn,dong_goi,neutral,"['thảm', 'tím', 'xám', 'ok', 'mềm', 'dễ', 'cuộn', 'thảm xanh', 'thô cứng', 'khó', 'cuộn']","['thảm', 'tím', 'xám', 'ok', 'mềm', 'dễ', 'cuộn', 'thảm xanh', 'thô cứng', 'khó', 'cuộn'] aspect_dong_goi"
thảm tím xám ok mềm dễ cuộn thảm xanh thô cứng khó cuộn,van_chuyen,neutral,"['thảm', 'tím', 'xám', 'ok', 'mềm', 'dễ', 'cuộn', 'thảm xanh', 'thô cứng', 'khó', 'cuộn']","['thảm', 'tím', 'xám', 'ok', 'mềm', 'dễ', 'cuộn', 'thảm xanh', 'thô cứng', 'khó', 'cuộn'] aspect_van_chuyen"
thảm tím xám ok mềm dễ cuộn thảm xanh thô cứng khó cuộn,gia_ca,neutral,"['thảm', 'tím', 'xám', 'ok', 'mềm', 'dễ', 'cuộn', 'thảm xanh', 'thô cứng', 'khó', 'cuộn']","['thảm', 'tím', 'xám', 'ok', 'mềm', 'dễ', 'cuộn', 'thảm xanh', 'thô cứng', 'khó', 'cuộn'] aspect_gia_ca"
thảm tím xám ok mềm dễ cuộn thảm xanh thô cứng khó cuộn,overall,neutral,"['thảm', 'tím', 'xám', 'ok', 'mềm', 'dễ', 'cuộn', 'thảm xanh', 'thô cứng', 'khó', 'cuộn']","['thảm', 'tím', 'xám', 'ok', 'mềm', 'dễ', 'cuộn', 'thảm xanh', 'thô cứng', 'khó', 'cuộn'] aspect_overall"
to dài đúng kích thước dễ tróc giao nhanh,chat_luong,negative,"['to', 'dài', 'đúng', 'kích thước', 'dễ', 'tróc', 'giao', 'nhanh']","['to', 'dài', 'đúng', 'kích thước', 'dễ', 'tróc', 'giao', 'nhanh'] aspect_chat_luong"
to dài đúng kích thước dễ tróc giao nhanh,dong_goi,neutral,"['to', 'dài', 'đúng', 'kích thước', 'dễ', 'tróc', 'giao', 'nhanh']","['to', 'dài', 'đúng', 'kích thước', 'dễ', 'tróc', 'giao', 'nhanh'] aspect_dong_goi"
to dài đúng kích thước dễ tróc giao nhanh,van_chuyen,positive,"['to', 'dài', 'đúng', 'kích thước', 'dễ', 'tróc', 'giao', 'nhanh']","['to', 'dài', 'đúng', 'kích thước', 'dễ', 'tróc', 'giao', 'nhanh'] aspect_van_chuyen"
to dài đúng kích thước dễ tróc giao nhanh,gia_ca,neutral,"['to', 'dài', 'đúng', 'kích thước', 'dễ', 'tróc', 'giao', 'nhanh']","['to', 'dài', 'đúng', 'kích thước', 'dễ', 'tróc', 'giao', 'nhanh'] aspect_gia_ca"
to dài đúng kích thước dễ tróc giao nhanh,overall,negative,"['to', 'dài', 'đúng', 'kích thước', 'dễ', 'tróc', 'giao', 'nhanh']","['to', 'dài', 'đúng', 'kích thước', 'dễ', 'tróc', 'giao', 'nhanh'] aspect_overall"
gửi nhầm màu nhắn đổi cũng nhầm,chat_luong,negative,"['gửi', 'nhầm', 'màu', 'nhắn đổi', 'cũng', 'nhầm']","['gửi', 'nhầm', 'màu', 'nhắn đổi', 'cũng', 'nhầm'] aspect_chat_luong"
gửi nhầm màu nhắn đổi cũng nhầm,dong_goi,neutral,"['gửi', 'nhầm', 'màu', 'nhắn đổi', 'cũng', 'nhầm']","['gửi', 'nhầm', 'màu', 'nhắn đổi', 'cũng', 'nhầm'] aspect_dong_goi"
gửi nhầm màu nhắn đổi cũng nhầm,van_chuyen,neutral,"['gửi', 'nhầm', 'màu', 'nhắn đổi', 'cũng', 'nhầm']","['gửi', 'nhầm', 'màu', 'nhắn đổi', 'cũng', 'nhầm'] aspect_van_chuyen"
gửi nhầm màu nhắn đổi cũng nhầm,gia_ca,neutral,"['gửi', 'nhầm', 'màu', 'nhắn đổi', 'cũng', 'nhầm']","['gửi', 'nhầm', 'màu', 'nhắn đổi', 'cũng', 'nhầm'] aspect_gia_ca"
gửi nhầm màu nhắn đổi cũng nhầm,overall,negative,"['gửi', 'nhầm', 'màu', 'nhắn đổi', 'cũng', 'nhầm']","['gửi', 'nhầm', 'màu', 'nhắn đổi', 'cũng', 'nhầm'] aspect_overall"
xước hơi cũ hỗ trợ tốt,chat_luong,negative,"['xước', 'hơi', 'cũ', 'hỗ trợ', 'tốt']","['xước', 'hơi', 'cũ', 'hỗ trợ', 'tốt'] aspect_chat_luong"
xước hơi cũ hỗ trợ tốt,dong_goi,neutral,"['xước', 'hơi', 'cũ', 'hỗ trợ', 'tốt']","['xước', 'hơi', 'cũ', 'hỗ trợ', 'tốt'] aspect_dong_goi"
xước hơi cũ hỗ trợ tốt,van_chuyen,neutral,"['xước', 'hơi', 'cũ', 'hỗ trợ', 'tốt']","['xước', 'hơi', 'cũ', 'hỗ trợ', 'tốt'] aspect_van_chuyen"
xước hơi cũ hỗ trợ tốt,gia_ca,neutral,"['xước', 'hơi', 'cũ', 'hỗ trợ', 'tốt']","['xước', 'hơi', 'cũ', 'hỗ trợ', 'tốt'] aspect_gia_ca"
xước hơi cũ hỗ trợ tốt,overall,negative,"['xước', 'hơi', 'cũ', 'hỗ trợ', 'tốt']","['xước', 'hơi', 'cũ', 'hỗ trợ', 'tốt'] aspect_overall"
êm ái đúng màu lẹm mất miếng dùng ok,chat_luong,negative,"['êm ái', 'đúng', 'màu', 'lẹm', 'mất', 'miếng', 'dùng', 'ok']","['êm ái', 'đúng', 'màu', 'lẹm', 'mất', 'miếng', 'dùng', 'ok'] aspect_chat_luong"
êm ái đúng màu lẹm mất miếng dùng ok,dong_goi,neutral,"['êm ái', 'đúng', 'màu', 'lẹm', 'mất', 'miếng', 'dùng', 'ok']","['êm ái', 'đúng', 'màu', 'lẹm', 'mất', 'miếng', 'dùng', 'ok'] aspect_dong_goi"
êm ái đúng màu lẹm mất miếng dùng ok,van_chuyen,neutral,"['êm ái', 'đúng', 'màu', 'lẹm', 'mất', 'miếng', 'dùng', 'ok']","['êm ái', 'đúng', 'màu', 'lẹm', 'mất', 'miếng', 'dùng', 'ok'] aspect_van_chuyen"
êm ái đúng màu lẹm mất miếng dùng ok,gia_ca,neutral,"['êm ái', 'đúng', 'màu', 'lẹm', 'mất', 'miếng', 'dùng', 'ok']","['êm ái', 'đúng', 'màu', 'lẹm', 'mất', 'miếng', 'dùng', 'ok'] aspect_gia_ca"
êm ái đúng màu lẹm mất miếng dùng ok,overall,negative,"['êm ái', 'đúng', 'màu', 'lẹm', 'mất', 'miếng', 'dùng', 'ok']","['êm ái', 'đúng', 'màu', 'lẹm', 'mất', 'miếng', 'dùng', 'ok'] aspect_overall"
đặt 8mm đo 6mm mềm không cứng cáp,chat_luong,negative,"['đặt', '8', 'mm', 'đo', '6', 'mm mềm', 'không', 'cứng cáp']","['đặt', '8', 'mm', 'đo', '6', 'mm mềm', 'không', 'cứng cáp'] aspect_chat_luong"
đặt 8mm đo 6mm mềm không cứng cáp,dong_goi,neutral,"['đặt', '8', 'mm', 'đo', '6', 'mm mềm', 'không', 'cứng cáp']","['đặt', '8', 'mm', 'đo', '6', 'mm mềm', 'không', 'cứng cáp'] aspect_dong_goi"
đặt 8mm đo 6mm mềm không cứng cáp,van_chuyen,neutral,"['đặt', '8', 'mm', 'đo', '6', 'mm mềm', 'không', 'cứng cáp']","['đặt', '8', 'mm', 'đo', '6', 'mm mềm', 'không', 'cứng cáp'] aspect_van_chuyen"
đặt 8mm đo 6mm mềm không cứng cáp,gia_ca,neutral,"['đặt', '8', 'mm', 'đo', '6', 'mm mềm', 'không', 'cứng cáp']","['đặt', '8', 'mm', 'đo', '6', 'mm mềm', 'không', 'cứng cáp'] aspect_gia_ca"
đặt 8mm đo 6mm mềm không cứng cáp,overall,negative,"['đặt', '8', 'mm', 'đo', '6', 'mm mềm', 'không', 'cứng cáp']","['đặt', '8', 'mm', 'đo', '6', 'mm mềm', 'không', 'cứng cáp'] aspect_overall"
