comment,chat_luong,dong_goi,van_chuyen,gia_ca
"hết tốc độ cao không vào được fb nhắn zalo lần 1 shop trả lời lần 2 mất hút",negative,neutral,neutral,neutral
"dùng hết 4g vứt xó tưởng hết tốc độ cao vẫn dùng được nhắn shop bảo ra cột sóng",negative,neutral,neutral,neutral
"mạng yếu gọi zalo không nghe được gì thất vọng",negative,neutral,neutral,neutral
"sim dùng hơn 1 tuần tự nhiên không kết nối được nhắn tin shop không hồi đáp",negative,neutral,neutral,neutral
"không nên mua về phải nộp thêm 220k mới dùng được lừa đảo nói miễn phí 1 năm",negative,neutral,neutral,negative
"mạng rất yếu chơi liên quân không được tiktok lag giật không đáng tiền",negative,neutral,neutral,negative
"xài 1 tháng không vào được buôn bán lừa đảo làm ăn thất đức",negative,neutral,neutral,neutral
"ở hà nội không nên mua hết 4g không đọc được báo đắt mà mạng yếu",negative,neutral,neutral,negative
"xài đúng 3 ngày mất sóng không vào được shop chuyên bán sim cũ lừa đảo",negative,neutral,neutral,neutral
"sản phẩm hơi chán xài có 1 ngày hết dung lượng không truy cập được thất vọng mobifone",negative,neutral,neutral,neutral
"giao hàng rất nhanh bọc hàng cẩn thận. giao đúng mẫu. máy nghe rõ nét màn hình lướt nhạy. giá rẻ",positive,positive,positive,positive
"chất lượng tốt nghe gọi định vị đúng mô tả. máy nhạy phải tìm cách sử dụng đã",positive,neutral,neutral,neutral
"giao hàng đóng gói kĩ càng nhanh chóng. đồng hồ mượt âm thanh cuộc gọi rõ. shop hướng dẫn cài đặt hay và tiện ích",positive,positive,positive,neutral
"đồng hồ ngoại quan đẹp dễ tháo lắp sim cài đặt dễ dàng có tiếng việt dễ sử dụng. giá rẻ chất lượng ok",positive,neutral,neutral,positive
"rẻ mà nhìn như thật dây màu hồng xinh xẻo. shop trả lời nhiệt tình xứng đáng 10 điểm",positive,neutral,neutral,positive
"chất lượng ok đúng mô tả cảm ứng nhạy con đeo đẹp đang dùng hết chức năng điện thoại. đáng mua",positive,neutral,neutral,neutral
"định vị chuẩn lắp sim 4g app dễ cài đặt sử dụng. màn hình cảm ứng nhạy. bền hay không dùng thời gian mới biết",positive,neutral,neutral,neutral
"đồng hồ màu hồng xinh. đóng gói xịn giao hàng siêu nhanh shipper thân thiện. đợi trải nghiệm sẽ fb lại",positive,positive,positive,neutral
"ưng ý đúng mẫu đúng màu chuông và âm thanh rõ nét cháu rất thích",positive,neutral,neutral,neutral
"chất lượng tốt đúng mô tả nghe gọi định vị. mua cho con hợp lý biết con đi học đến đâu",positive,neutral,neutral,neutral
"hàng giống quảng cáo test dùng ok định vị tốt nghe gọi rõ. nhiều chức năng",positive,neutral,neutral,neutral
"rất tốt đủ tính năng đúng mô tả. đồng hồ rất đẹp nhiều tính năng chất lượng tốt giá cả phải chăng",positive,neutral,neutral,positive
"chuông rõ cảm ứng ổn. dễ dùng ứng dụng cũng dễ dùng. chưa dùng lâu chưa biết ổn không",positive,neutral,neutral,neutral
"đồng hồ đẹp nhận hàng nhanh cảm ứng tốt dễ cài đặt. chưa lắp sim 4g chưa biết định vị tốt không",positive,neutral,positive,neutral
"giao hàng nhanh đồng hồ đẹp cảm ứng khá nhạy. giá phải chăng cho đồng hồ nghe gọi mong dùng bền",positive,neutral,positive,positive
"chất liệu tốt mùi thơm không giống loại nhựa rẻ. sản phẩm tiện cho các bé âm thanh tốt",positive,neutral,neutral,positive
"định vị chất lượng ổn đúng mô tả sản phẩm chắc chắn. hi vọng dùng mượt và bền",positive,neutral,neutral,neutral
"mới nhận sản phẩm không biết pin với máy có bền và ổn định không",neutral,neutral,neutral,neutral
"có khay sim màu sắc đúng mô tả. nhận hàng khá ưng mua shop nhiều lần chất lượng ok",positive,neutral,neutral,neutral
"sản phẩm đúng mô tả nghe gọi ok tính năng kiểm soát phụ huynh rất tiện nhiều tính năng",positive,neutral,neutral,neutral
"so với giá thì ok bền hay không dùng mới biết giao hàng nhanh bọc hàng cẩn thận. đồng hồ dễ sử dụng con rất thích",positive,positive,positive,positive
"sản phẩm giống ảnh giao hàng đóng gói kỹ đồng hồ nguyên seal. xài ổn trong tầm giá",positive,positive,positive,positive
"đồng hồ đẹp tính năng rất ok sạc từ xịn xò cảm ứng rất mượt. với giá tiền này thì quá ok shop giao hàng tư vấn rất tốt",positive,neutral,positive,positive
"đúng mô tả nghe gọi ổn chất lượng tốt. nên mua shop tư vấn nhiệt tình",positive,neutral,neutral,neutral
"nghe gọi định vị đúng mô tả âm thanh đàm thoại rõ rất ưng ý. sản phẩm bền nữa thì quá ok",positive,neutral,neutral,neutral
"nghe gọi định vị đúng mô tả hàng đóng gói cẩn thận. máy đẹp lướt nhạy. đang tìm cách sử dụng",positive,positive,neutral,neutral
"gọi video đỡ hơn đồng hồ cũ âm thanh to nói rõ định vị chuẩn lắm. nên mua cho bé sử dụng",positive,neutral,neutral,neutral
"mới nhận hàng chưa sử dụng shop giao đúng hẹn bỏ vào hộp. bước đầu thấy ok",neutral,positive,positive,neutral
"thông tin quảng cáo sản phẩm",neutral,neutral,neutral,neutral
"màn hình cảm ứng khá ok shop giao hàng nhanh. máy khá ổn trong tầm giá tiện liên lạc hướng dẫn sử dụng chi tiết",positive,neutral,positive,positive
"đồng hồ đẹp hướng dẫn sử dụng cụ thể. đủ chức năng nghe gọi rõ chụp ảnh gọi video định vị tương đối ok",positive,neutral,neutral,neutral
"nhận hàng ưng đồng hồ đẹp tem mác mã qr đầy đủ dễ sử dụng đủ chức năng giá ok",positive,neutral,neutral,positive
"đồng hồ đẹp bá cháy không lo lạc nhau. shop giao nhanh đóng gói cẩn thận màu đẹp rực rỡ",positive,positive,positive,neutral
"shop giao nhanh nhìn rất đẹp chưa có sim chưa thử. rất ưng nên mua",positive,neutral,positive,neutral
"đẹp mượt lắm shop hỗ trợ nhiệt tình. sẽ ủng hộ shop khi cần mua tai nghe nghe ấm thôi rồi",positive,neutral,neutral,neutral
"màn hình ok giao hàng khá nhanh sản phẩm đúng mô tả. phù hợp giá tiền hi vọng sản phẩm bền bảo hành 12 tháng",positive,neutral,positive,positive
"nghe gọi định vị đúng mô tả đóng gói cẩn thận. chưa dùng chưa rõ pin hoạt động hi vọng sử dụng tốt",neutral,positive,neutral,neutral
"nghe gọi rõ ràng cài đặt dễ. tin nhắn mạng viettel",positive,neutral,neutral,neutral
"màu đẹp ok. máy móc chưa sử dụng chưa biết nếu ok sẽ ủng hộ shop",positive,neutral,neutral,neutral
"định vị đúng mô tả giao hàng nhanh đóng gói cẩn thận chất lượng tốt. sẽ ủng hộ tiếp",positive,positive,positive,neutral
"đủ các chức năng đúng mô tả đồng hồ đẹp ngoại quan chắc chắn đẹp mắt. các chức năng chưa trải nghiệm hết",positive,neutral,neutral,neutral
"cảm quan tốt dễ sử dụng đúng quảng cáo giao hàng nhanh. độ bền phải kiểm nghiệm",positive,neutral,positive,neutral
"nhiều tính năng hay cho bé shop tư vấn nhiệt tình",positive,neutral,neutral,neutral
"chạy khá mượt loa to nghe gọi dễ dàng thao tác dễ sử dụng. shop hỗ trợ nhanh nên mua",positive,neutral,neutral,neutral
"chất lượng ổn màn hình nhạy cảm ứng tốt tính năng ok dễ sử dụng. giao hàng nhanh có hộp đẹp chắc chắn",positive,positive,positive,neutral
"đồng hồ màu đẹp giao hàng hỏa tốc siêu nhanh. nếu dùng tốt sẽ tiếp tục ủng hộ",positive,neutral,positive,neutral
"chất lượng ok nghe gọi đúng mô tả không biết bền không nhưng dễ dùng chức năng ok. ship hàng nhanh",positive,neutral,positive,neutral
"tính năng ok trong tầm giá hàng đúng mô tả chất lượng ok so với mức giá. trước mắt ưng ý",positive,neutral,neutral,positive
"màu sắc đẹp chất lượng tốt. ship nhanh shop tư vấn nhiệt tình săn sale được rẻ. rất tiện ích cho bé và mẹ",positive,neutral,positive,positive
"sản phẩm ok đủ tính năng nghe gọi zalo messenger đo nhịp tim. hơn hẳn loại rởm 200k. shop tốt đáng tiền",positive,neutral,neutral,positive
"đúng như ảnh cảm ứng mượt. chưa lắp sim nên chưa biết",positive,neutral,neutral,neutral
"nghe gọi định vị tuyệt vời đúng mô tả. rất tiện ích giá cả hợp lý rất đáng tiền",positive,neutral,neutral,positive
"chất lượng tốt đúng mô tả. shop giao hàng nhanh shipper thân thiện. tính năng chưa thử chưa đánh giá được",positive,neutral,positive,neutral
"cài đặt xong xài ok nghe gọi rất rõ hình ảnh rõ định vị từ xa giá hợp lý. độ xài lâu chưa biết do mới mua lần đầu",positive,neutral,neutral,positive
"nhận hàng ổn định shipper thân thiện. sẽ trải nghiệm đánh giá sau",neutral,neutral,positive,neutral
"giao hàng nhanh đóng gói cẩn thận. khá giống mô tả lướt nhanh ổn phù hợp giá tiền",positive,positive,positive,positive
"đúng mô tả nghe gọi định vị cảm ứng tốt. video hướng dẫn sử dụng dễ dàng hài lòng về sản phẩm",positive,neutral,neutral,neutral
"đồng hồ thông minh nghe gọi tốt đúng mô tả shop giao hàng nhanh vừa đặt có luôn. chưa trải nghiệm nhiều",positive,neutral,positive,neutral
"giao hàng nhanh đóng gói cẩn thận. lướt nhanh ổn phù hợp giá tiền giao diện tạm nét. hơi chống nước bắn không bơi tắm được shop tư vấn nhiệt tình",positive,positive,positive,positive
"mình mua cho 2 đứa lắp sim 4g dùng ok",positive,neutral,neutral,neutral
"định vị nghe gọi video tuyệt vời đúng mô tả. màn hình cảm ứng mượt như điện thoại con rất thích",positive,neutral,neutral,neutral
"đồng hồ rất đẹp ưng ý giao hàng nhanh nhưng chưa lắp sim chưa biết dùng. ok sẽ mua ủng hộ thêm",positive,neutral,positive,neutral
"đúng mẫu dễ sử dụng. mọi thứ đều ổn chỉ có pin ngày sạc 1 lần",positive,neutral,neutral,neutral
"giao hàng nhanh đóng gói cẩn thận. nghe gọi video định vị ổn cảm ứng mượt mà. shop tư vấn nhanh nên mua",positive,positive,positive,neutral
"đúng mô tả gọi video nghe điện thoại xem giờ. màn hình sáng rõ bé thích giá hợp lý",positive,neutral,neutral,positive
"giao hàng nhanh đóng gói cẩn thận hàng giống mẫu đúng đủ số lượng",positive,positive,positive,neutral
"giao hàng nhanh đóng gói cẩn thận. nghe gọi gọi video ổn trong tầm giá hy vọng dùng bền",positive,positive,positive,positive
"định vị đúng mô tả. dùng được 1-2 hôm 5-6 tiếng đã hết pin quá nhanh phải trả lại",negative,neutral,neutral,neutral
"shop ship rất nhanh đóng gói cẩn thận màu sắc chất liệu nhìn bề ngoài ổn phải dùng mới đánh giá được",neutral,positive,positive,neutral
"nghe gọi video bằng 4g rất tốt định vị chính xác đúng mô tả. shop tư vấn rất nhiệt tình",positive,neutral,neutral,neutral
"mua cái thứ 2 rồi sản phẩm tốt lắm mọi người nên mua nhé",positive,neutral,neutral,neutral
"nhìn ok gọi video định vị giống hình. cách vận chuyển nhìn bên ngoài rất ok chưa sử dụng không biết thế nào",neutral,neutral,positive,neutral
"sản phẩm đúng mô tả hình thức đẹp nghe gọi định vị. chưa sử dụng sẽ đánh giá sau",positive,neutral,neutral,neutral
"giao hàng nhanh đóng gói rất cẩn thận đúng như quảng cáo chưa sử dụng bước đầu thấy shop ok",positive,positive,positive,neutral
"tiện lợi cho bọn nhỏ dễ sử dụng nghe gọi tốt",positive,neutral,neutral,neutral
"đồng hồ thông minh lắp sim nghe gọi 4g tốt đúng mô tả",positive,neutral,neutral,neutral
"máy tầm giá này tính năng thế là ok phù hợp học sinh",positive,neutral,neutral,positive
"nghe gọi khá ok giao hàng nhanh hi vọng dùng ổn áp sẽ ủng hộ tiếp",positive,neutral,positive,neutral
"nghe gọi định vị đúng mô tả shop giao hàng nhanh đóng gói chỉn chu khá ổn tầm giá",positive,positive,positive,positive
"đa chức năng khá ổn màu đẹp nên mua. không biết giữ được bao lâu",positive,neutral,neutral,neutral
"tốt dễ dùng đúng mô tả mong là sẽ bền. shop nhiệt tình cẩn thận",positive,neutral,neutral,neutral
"giao hàng nhanh chóng đúng hình ảnh của shop",positive,neutral,positive,neutral
"mua cho cháu gái thích lắm phải mua thêm sim gắn vào",positive,neutral,neutral,neutral
"nghe to rõ gọi video rất ok rất ưng. sẽ tậu cái nữa shop nhiệt tình hướng dẫn",positive,neutral,neutral,neutral
"rất ưng quá đẹp săn sale giá rẻ hàng chất lượng sẽ ủng hộ tiếp",positive,neutral,neutral,positive
"đồng hồ rất đẹp con rất thích nghe gọi rõ. pin không biết trâu không hướng dẫn nhiệt tình",positive,neutral,neutral,neutral
"đóng gói chắc chắn đẹp sử dụng ok nhiều chức năng rất tiện lợi. có bảo hành 12 tháng yên tâm",positive,positive,neutral,neutral
"đồng hồ xinh dễ dùng dễ cài đặt màn hình mướt đủ chức năng nghe gọi video rất đáng tiền",positive,neutral,neutral,positive
"nghe gọi định vị đúng mô tả. shop giao hàng nhanh đóng gói chắc chắn. đồng hồ đẹp loa nghe rõ cảm ứng mượt nên mua",positive,positive,positive,neutral
"nghe gọi đúng mô tả dùng thấy ổn áp mua một thời gian quay lại đánh giá. không biết có bền không",positive,neutral,neutral,neutral
"khác với mô tả. chất lượng không tốt",negative,neutral,neutral,neutral
"hàng lỗi chất lượng kém mua 2 bộ 1 mắt bị nứt dán kiểu gì chất lượng kém",negative,neutral,neutral,neutral
"tệ sai mô tả. keo ít dính không vào cứ bị tuột ra chưa gì đã trầy gần vỡ. mua phí tiền không quay lại",negative,neutral,neutral,negative
"sản phẩm không như mô tả. giao đủ đúng hàng nhưng bóc thử 1 cái lắp vào camera điện thoại không vừa",negative,neutral,neutral,neutral
"hàng lỗi chất lượng kém không như mô tả. keo không dính để 2 tiếng rớt xuống vũng nước là xong mất tiêu 25k rớt 2 trong 3 cam chán thật",negative,neutral,neutral,negative
"giao hàng sai đặt 12 pro giao 12 pro max. shop bán hàng vớ vẩn nhầm lại còn không dính vứt đi",negative,neutral,neutral,neutral
"mắt keo dính kém hàng tồn lâu không dính được nữa mua phí tiền",negative,neutral,neutral,negative
"chất lượng như lồn không dán được vào cam không nên mua phí tiền",negative,neutral,neutral,negative
"bên trong cả 3 mắt cam đều có bụi",negative,neutral,neutral,neutral
"chất lượng không tốt dán bị bung ra luôn. sản phẩm không đúng mô tả miếng dán không chắc",negative,neutral,neutral,neutral
"không đúng như mô tả đặt màu xanh nhạt shop giao màu xanh đậm",negative,neutral,neutral,neutral
"hàng lỗi nhắn tin zalo không thèm trả lời quá tệ",negative,neutral,neutral,neutral
"hàng dễ vỡ dễ bong sau khi dán phí tiền",negative,neutral,neutral,negative
"mua 2 lần lỗi 2 lần kêu hoàn tiền không thấy. nhắn tin không trả lời quá tệ khuyên đừng mua vứt thôi",negative,neutral,neutral,neutral
"dán không sát chân rơi ngay lập tức bán hàng rẻ kém chất lượng bỏ phí 3 bộ bảo vệ cam vì ham rẻ",negative,neutral,neutral,negative
"chất lượng kém giao hàng chậm dính kém vừa dính xong rơi ra còn 1 cái lỏng lẻo 1 2 hôm bung nốt",negative,neutral,negative,neutral
"hàng mỏng chất lượng kém dễ vỡ không nên mua màu sơn trầy xước xung quanh đánh giá 1 sao",negative,neutral,neutral,neutral
"sản phẩm không như mô tả giả mạo chất lượng kém hàng lỗi. kính bên trong đục bẩn không lau được diêu bám bẩn vân tay",negative,neutral,neutral,neutral
"không dây sạc cắm dây khác không vào gửi 1 cái loa bật không lên",negative,neutral,neutral,neutral
"hàng lỗi shop gửi 16 pro max gắn vào không vừa không chuyên nghiệp",negative,neutral,neutral,neutral
"không như mô tả hàng lỗi. mua dán cam không dán được không có keo dính. nhắn tin không trả lời mong anh em né",negative,neutral,neutral,neutral
"tiền nào của đó rất mỏng keo dán không ăn dễ rớt không giống hình",negative,neutral,neutral,neutral
"phí tiền khuyên anh em không mua không dính một tí nào úp xuống rơi rụng hàng quá kém chất lượng",negative,neutral,neutral,negative
"mua sim wintel shop giao sim này không dùng được nhắn tin không trả lời tệ",negative,neutral,neutral,neutral
"shop lừa đảo 15 pro max gửi 12 mini lừa đảo",negative,neutral,neutral,neutral
"mở hộp hư mất 1 cái lắp không vừa cam còn bung tạm được",negative,neutral,neutral,neutral
"chất lượng kém sai lệch so với hình ảnh",negative,neutral,neutral,neutral
"mua phí tiền gắn không dính mà bong luôn. giao hàng nhanh",negative,neutral,positive,negative
"đặt này giao kia vệ sinh cam sạch khô dán vào 5 phút rớt",negative,neutral,neutral,neutral
"giao hàng nhanh dính vào không chắc vừa dính bung luôn",negative,neutral,positive,neutral
"chất lượng tốt không nên mua",negative,neutral,neutral,neutral
"sản phẩm chán lỏng lẻo dính không bền lúc là bong",negative,neutral,neutral,neutral
"nhìn bên ngoài giống mô tả cường lực chống nhìn trộm hụt kính cầm lực nhẹ trúng thì bể cường lực cam keo không dính rơi ra",negative,neutral,neutral,neutral
"tệ anh em lưu ý kỹ trước khi mua không lắp được vì không khớp với điện thoại quá tệ luôn",negative,neutral,neutral,neutral
"độ bền quá tệ bóc miếng nhựa ra kính không có 1 miếng keo. chất lượng kém chủ shop nhắn không trả lời dẹp tiệm",negative,neutral,neutral,neutral
"mỏng tanh chụp hình cam che mờ đen dù lau bao lần khá thất vọng",negative,neutral,neutral,neutral
"chất lượng quá tệ không đúng mô tả ốp không có keo toàn bị rơi shop khác tốt hơn vạn lần",negative,neutral,neutral,neutral
"anh em đừng mua hỏng cam vỡ bóc ra bung cả mắt cam shopee làm ăn chịu",negative,neutral,neutral,neutral
"chất lượng chê mua cam 16 shop ship cam ip bao nhiêu không vừa phí tiền",negative,neutral,neutral,negative
"nhìn được nhưng nhận về gắn rớt lên rớt xuống không gắn vô được quá thất vọng",negative,neutral,neutral,neutral
"chất lượng tệ sản phẩm vớ vẩn mua tốn tiền lắp vào khói sương mờ cam không chụp được gì không nên mua",negative,neutral,neutral,negative
"đừng mua nhà này đồ dán bong ngay ốp cũ rích sử dụng rồi shop không uy tín đừng ham rẻ",negative,neutral,neutral,neutral
"không như mô tả mua cho ip 16 lắp vào to hơn không vừa không dán được",negative,neutral,neutral,neutral
"mới gắn để túi xíu rút ra rớt mất 1 cam lụm gắn lại rớt hoài không xài được đem giục",negative,neutral,neutral,neutral
"chất lượng không tốt bị lỗi không dán được dán vào bong ra không chắc bỏ đi phí 20k chán",negative,neutral,neutral,negative
"không đúng mô tả viền camera to trông thô kinh",negative,neutral,neutral,neutral
"chất lượng kém gắn được mấy tiếng rớt mất tiêu cân nhắc trước khi mua",negative,neutral,neutral,neutral
"sản phẩm tệ chưa từng thấy lắp phát gãy mắt cam xong sơn bong",negative,neutral,neutral,neutral
"hàng lỗi không như mô tả giả mạo. đặt 16 không biết size gì gắn vô lỏng lẻo ngửa là rớt",negative,neutral,neutral,neutral
"chất lượng tệ đúng mô tả chưa gì đã vỡ thì bảo vệ cái gì",negative,neutral,neutral,neutral
"không ok không như quảng cáo rất rất tệ chất lượng kém",negative,neutral,neutral,neutral
"hàng tốt lắm bóc ra định dán bung luôn",negative,neutral,neutral,neutral
"ship hàng quá lâu về 3 cái dán dính 1 cái 2 cái bong",negative,neutral,negative,neutral
"keo dính không ăn dán không được size bự hơn size đặt",negative,neutral,neutral,neutral
"độ bền dán không ăn đặt 12prm giao 13 mini",negative,neutral,neutral,neutral
"giao hàng sai sản phẩm không hài lòng lần mua hàng này mong shop làm tốt hơn",negative,neutral,neutral,neutral
"keo khô bóc lớp màng gắn vô cam rơi cả miếng kính ra ngoài",negative,neutral,neutral,neutral
"mua đúng mẫu lắp không vừa là sao",negative,neutral,neutral,neutral
"dán 2 mắt ổn 1 mắt không có độ dính bị bong lỏng mắt cam",negative,neutral,neutral,neutral
"đặt 15 plus đưa màu xanh đậm chịu shop đóng cửa đi",negative,neutral,neutral,neutral
"mua kính 12 pro max đưa 15 pro max không biết dán thế nào",negative,neutral,neutral,neutral
"miếng dán không chắc chắn 3 mắt dán được 1 mắt 2 mắt tuột liên tục",negative,neutral,neutral,neutral
"không lắp được vào máy nhắn shop không giải quyết chất lượng kém",negative,neutral,neutral,neutral
"mua xong lắp không vừa điện thoại lỏng dơi ra",negative,neutral,neutral,neutral
"máy cam 16 giao mắt cam 15 vừa được chết liền",negative,neutral,neutral,neutral
"gia công ngoài sa mạc bụi từ trong ra ngoài không dùng được 1 kính nào",negative,neutral,neutral,neutral
"chất lượng không có keo gắn hàng lỗi hư hỏng",negative,neutral,neutral,neutral
"hàng hở keo rớt kính mắt cam kém chất lượng",negative,neutral,neutral,neutral
"kim loại rất sắc không mài mòn va vào xước tay mong khắc phục",negative,neutral,neutral,neutral
"quá mỏng ốp camera chân quá ngắn không dính vào cam được mua về vứt đi",negative,neutral,neutral,neutral
"quá dỏm so với tưởng tượng 1 ngày vô bụi đụng nhẹ rớt",negative,neutral,neutral,neutral
"giao nhầm đặt 16 plus sao chuyển thành 12",negative,neutral,neutral,neutral
"hàng đểu gắn vào tháo ra hỏng cả mắt cam lừa đảo",negative,neutral,neutral,neutral
"quá tệ gắn vào bị rơi ra lỏng keo dán không chặt",negative,neutral,neutral,neutral
"kém chất lượng không đúng mô tả lắp vào sát hết máy",negative,neutral,neutral,neutral
"làm ăn vớ vẩn mua 16 plus gửi 16prm",negative,neutral,neutral,neutral
"kính móp méo không gắn vừa iphone 16 không hữu dụng",negative,neutral,neutral,neutral
"không đúng mô tả kính chống nhìn được 2 chiều",negative,neutral,neutral,neutral
"cường lực bảo vệ camera ip11prm đểu dán không được",negative,neutral,neutral,neutral
"chất lượng kém âm điểm",negative,neutral,neutral,neutral
"không biết do máy hay do cam không gắn được mua về giờ không gắn được buồn",negative,neutral,neutral,neutral
"bộ 3 cái giao đến mở ra 2 mắt quá lừa đảo giả mạo chất lượng kém",negative,neutral,neutral,neutral
"hoàn tiền thì hoàn chứ keo khô dán không dính",negative,neutral,neutral,neutral
"cam tháo ra bung luôn lớp keo không dán được",negative,neutral,neutral,neutral
"chất lượng kém keo dán lỏng lẻo đi đường rơi mất 1 mắt",negative,neutral,neutral,neutral
"giao sai hàng nhắn tin hoàn tiền shop không trả lời",negative,neutral,neutral,neutral
"mắt không khớp cam bênh không ấn vào được",negative,neutral,neutral,neutral
"không dán được do keo khô hoặc ít keo",negative,neutral,neutral,neutral
"hình thức xấu chưa dán đã rụng",negative,neutral,neutral,neutral
"gỡ keo muốn rớt luôn miếng dán trong dỏm",negative,neutral,neutral,neutral
"sản phẩm hoàn thiện chắc chắn và đẹp chất lượng rất tốt so với giá. shop giao hàng rất nhanh bọc hàng cẩn thận đúng mẫu",positive,positive,positive,positive
"shop tư vấn nhiệt tình. ship rất nhanh. đóng gói bao bì rất cẩn thận đẹp. dùng 2 tuần phát sinh vấn đề nhỏ shop nhiệt tình đổi ngay sản phẩm mới. shop uy tín bảo hành tốt",positive,positive,positive,neutral
"siêu chất lượng. shop đóng gói cẩn thận. shop giao hàng nhanh tư vấn nhiệt tình dễ thương",positive,positive,positive,neutral
"cảm quan chắc chắn đúng mô tả có sẵn cáp nhỏ được shop tặng thêm cáp sạc 3 đầu đầy đủ phụ kiện. đóng gói chắc chắn ship nhanh chóng",positive,positive,positive,neutral
"hàng ok cầm nặng tay đúng mô tả. ship nhanh. trả lời tin nhắn thắc mắc nhanh chóng nhiệt tình giải thích mọi thắc mắc",positive,neutral,positive,neutral
"sản phẩm đẹp cầm nặng tay dung lượng 30000. ship nhanh giá rẻ",positive,neutral,positive,positive
"mẫu mã siêu đẹp có kèm phiếu bảo hành được tặng thêm giá đỡ điện thoại. giao hàng nhanh giá hợp lý đóng gói cẩn thận",positive,positive,positive,positive
"sạc ổn tốc độ ổn đúng sản phẩm. giao hàng nhanh",positive,neutral,positive,neutral
"mẫu đẹp cầm nặng tay dung lượng ok cắm sạc điện thoại tốt",positive,neutral,neutral,neutral
"nhìn đẹp sạc android vào pin nhanh sạc iphone bình thường. hàng giao khá nhanh 3 ngày đến đóng gói cẩn thận",neutral,positive,positive,neutral
"sử dụng thời gian đầu ổn định đúng hàng. nhận hàng đúng giao hàng nhanh",positive,neutral,positive,neutral
"hàng ok chất lượng. giao hàng nhanh đóng gói kỹ càng ship thân thiện dễ thương",positive,positive,positive,neutral
"nhìn đẹp bằng nhựa có led sáng sạc ok. giao hàng nhanh",positive,neutral,positive,neutral
"sản phẩm gửi ok đúng loại ưng ý",positive,neutral,neutral,neutral
"tiện lợi dễ mang xách theo dung lượng pin khá lớn đúng mô tả",positive,neutral,neutral,neutral
"giao đúng màu 4 cổng sạc ra dùng tốt sạc nhiều thiết bị cùng lúc ok 3 cổng sạc vô ổn định chất lượng pin ổn màn hình hiển thị ok không mờ đèn led sáng cầm đầm tay. đóng gói giao hàng nhanh",positive,positive,positive,neutral
"sản phẩm tốt ổn áp trong tầm giá giá vô cùng rẻ. shop hỗ trợ tư vấn rất tận tình",positive,neutral,neutral,positive
"chất lượng sản phẩm tạm ổn form chuẩn. hàng đóng gói cẩn thận",positive,positive,neutral,neutral
"chất lượng đúng mô tả mẫu mã đẹp kiểu dáng đúng mô tả pin nặng mặt kính rơi rớt dễ hư sạc cả tháng vẫn khá ok",neutral,neutral,neutral,neutral
"chất lượng ok sản phẩm tốt quá xịn đáng đồng tiền dùng 1 tuần thấy tốt. ảnh đúng thực tế",positive,neutral,neutral,positive
"cục sạc to đẹp nhiều cổng sạc chất lượng tốt cầm hơi nặng tay đúng mô tả",positive,neutral,neutral,neutral
"sản phẩm rất nặng rất to hỗ trợ tổng công suất 120w nhận sạc nhanh pin trâu mang đi ngoài rất tiện",positive,neutral,neutral,neutral
"sản phẩm tốt đúng mô tả sạc điện thoại tốt tuyệt vời mất 1% sạc để lên được 9% pin",positive,neutral,neutral,neutral
"sản phẩm nhỏ gọn cầm chắc tay thiết kế rất đẹp dễ mang đi",positive,neutral,neutral,neutral
"sản phẩm thực sự chất lượng sạc 1 lần dùng được cỡ 4 lần dùng chưa hết pin mang đi rất tiện có sẵn dây tốt",positive,neutral,neutral,neutral
"hàng tốt sử dụng ok sạc tốt cổng sạc shop bán kèm sạc bình thường ổn công suất sạc phụ thuộc tình trạng máy. shop tư vấn hỗ trợ nhiệt tình có tâm",positive,neutral,neutral,neutral
"cầm nặng tay khủng khiếp xịn xò. giao hàng nhanh",positive,neutral,positive,neutral
"sản phẩm dùng tốt đúng mô tả",positive,neutral,neutral,neutral
"xài êm sạc được 3-4 lần điện thoại. dây sạc kèm theo shop sạc hơi lâu đầy cục pin",neutral,neutral,neutral,neutral
"sạc dùng ok nhanh vào dễ cắm dùng được 3-4 lần đầy pin mới hết. shop dễ thương",positive,neutral,neutral,neutral
"sản phẩm đẹp. shop chuẩn bị hàng nhanh đóng gói chắc chắn",positive,positive,positive,neutral
"10 điểm nhiệt tình đúng mô tả. shop chuẩn bị hàng nhanh",positive,neutral,neutral,neutral
"sạc to chắc chắn màu đẹp đèn led rất thích giống bình ắc quy",positive,neutral,neutral,neutral
"sạc nhanh sạc được hơn 3 lần đúng sản phẩm. giao hàng nhanh",positive,neutral,positive,neutral
"sạc được cả máy tính bảng. ship nhanh",positive,neutral,positive,neutral
"hàng hóa ok có sản phẩm lỗi nhắn shop hỗ trợ nhiệt tình gửi lại hàng mới freeship thái độ phục vụ tốt",positive,neutral,neutral,positive
"test sạc thử thấy lên pin pin sẵn trong hộp là 85% hợp lý",positive,neutral,neutral,neutral
"sạc đẹp cầm chắc tay sạc ổn dây sạc đi kèm sạc khá nhanh dung lượng 30000 lớn nên sạc vào cục pin hơi lâu dùng dây sạc nhanh của mình ok hơn",neutral,neutral,neutral,neutral
"ổn dây sạc không kéo dài được nhưng gắn dây riêng được hiện tại thấy ok",positive,neutral,neutral,neutral
"bình luận tiếng anh về sản phẩm được sửa lại dùng tốt",positive,neutral,neutral,neutral
"sản phẩm đẹp dùng thấy khá ok",positive,neutral,neutral,neutral
