comment,chat_luong,dong_goi,van_chuyen,gia_ca,clean_comment
giao hàng nhanh đóng gói cẩn thận. vali dởm tay kéo rít khóa lỏng lẻo,negative,positive,positive,neutral,giao hàng nhanh đóng gói cẩn thận vali dởm tay kéo rít khóa lỏng lẻo
giao hàng đúng mẫu mặt sau nhiều dấu chân bẩn. giao hàng dịp lễ hơi lâu,negative,negative,negative,neutral,giao hàng đúng mẫu mặt sau nhiều dấu chân bẩn giao hàng dịp lễ hơi lâu
thun thông hơi vải mềm thoáng mát độ hút tốt nên thay sau khi bé tè,positive,neutral,neutral,neutral,thun thông hơi vải mềm thoáng mát độ hút tốt nên thay sau khi bé tè
vải dày nhưng lộ lót,negative,neutral,neutral,neutral,vải dày nhưng lộ lót
tệ anh em lưu ý kỹ trước khi mua không lắp được vì không khớp với điện thoại quá tệ luôn,negative,neutral,neutral,neutral,tệ anh em lưu ý kỹ trước khi mua không lắp được vì không khớp với điện thoại quá tệ luôn
giao hàng nhanh viết ra mực đều nhưng càng viết càng nhạt. dễ viết,negative,neutral,positive,neutral,giao hàng nhanh viết ra mực đều nhưng càng viết càng nhạt dễ viết
Màu xấu,negative,neutral,neutral,neutral,màu xấu
đặt hồng nhận xanh giá cao chọn màu nhưng gửi ngẫu nhiên. không hài lòng,negative,negative,neutral,negative,đặt hồng nhận xanh giá cao chọn màu nhưng gửi ngẫu nhiên không hài lòng
túi nhìn ổn nhưng hơi bé,positive,neutral,neutral,neutral,túi nhìn ổn nhưng hơi bé
chất lượng như rác không cảm ứng được nhắn tin không trả lời,negative,neutral,neutral,neutral,chất lượng như rác không cảm ứng được nhắn tin không trả lời
mẫu mới đẹp mắt,positive,neutral,neutral,neutral,mẫu mới đẹp mắt
không như mô tả,negative,neutral,neutral,neutral,không như mô tả
hoàn thiện chưa cao không cứng cáp khóa nhựa lung lay,negative,neutral,neutral,neutral,hoàn thiện chưa cao không cứng cáp khóa nhựa lung lay
Màu lỗi nhiều,negative,neutral,neutral,neutral,màu lỗi nhiều
cskh quá tệ sim không load được dữ liệu nhắn shop 20 ngày chỉ hướng dẫn quanh co không giải quyết,negative,neutral,neutral,neutral,cskh quá tệ sim không load được dữ liệu nhắn shop 20 ngày chỉ hướng dẫn quanh co không giải quyết
tã vải chất bông thấm hút thoáng được 2-3 lần tè phù hợp cho bé,positive,neutral,neutral,neutral,tã vải chất bông thấm hút thoáng được 2 3 lần tè phù hợp cho bé
viết khá ổn nhanh hết mực. không bị in đậm sang trang sau,negative,neutral,neutral,neutral,viết khá ổn nhanh hết mực không bị in đậm sang trang sau
không giống ảnh mô tả màu sắc tổng thể cũng ok,negative,negative,neutral,neutral,không giống ảnh mô tả màu sắc tổng thể cũng ok
dù tự động xài không êm. dùng lực tay nhiều hơn dù thủ công,negative,negative,neutral,neutral,dù tự động xài không êm dùng lực tay nhiều hơn dù thủ công
đóng lại khó sắt nhọn đứt tay. ô bình thường không to lắm,negative,neutral,neutral,neutral,đóng lại khó sắt nhọn đứt tay ô bình thường không to lắm
Bàn chải quá cứng,negative,neutral,neutral,neutral,bàn chải quá cứng
ngắn,negative,neutral,neutral,neutral,ngắn
giao nhanh. xài được. phù hợp giá tiền,positive,neutral,positive,positive,giao nhanh xài được phù hợp giá tiền
vở dày viết thích. săn sale giá ưu đãi,positive,neutral,neutral,positive,vở dày viết thích săn sale giá ưu đãi
chất lượng kim loại xoay ok. giao hàng nhanh,positive,neutral,positive,neutral,chất lượng kim loại xoay ok giao hàng nhanh
sữa thơm ngon ngọt nhẹ giá rẻ giao nhanh,positive,neutral,positive,positive,sữa thơm ngon ngọt nhẹ giá rẻ giao nhanh
"giao hàng nhanh, chất lượng tuyệt vời",positive,neutral,positive,neutral,giao hàng nhanh chất lượng tuyệt vời
"giao nhanh, chất lượng tốt",positive,neutral,positive,neutral,giao nhanh chất lượng tốt
giao hàng rất nhanh đóng gói chắc chắn cẩn thận. sản phẩm đúng mô tả chất lượng vượt trội đáng ủng hộ lâu dài,positive,positive,positive,neutral,giao hàng rất nhanh đóng gói chắc chắn cẩn thận sản phẩm đúng mô tả chất lượng vượt trội đáng ủng hộ lâu dài
"Size sai, shop không hỗ trợ",negative,negative,neutral,neutral,size sai shop không hỗ trợ
"sữa ít đường thơm ngon, đóng gói cẩn thận",positive,positive,neutral,neutral,sữa ít đường thơm ngon đóng gói cẩn thận
bao bọc rất kỹ lưỡng cố xả hàng hỏng hàng lỗi cho khách thất vọng không có lần sau,negative,positive,neutral,neutral,bao bọc rất kỹ lưỡng cố xả hàng hỏng hàng lỗi cho khách thất vọng không có lần sau
chất lượng tốt nét đậm đúng với hình ảnh,positive,neutral,neutral,neutral,chất lượng tốt nét đậm đúng với hình ảnh
gói đủ hàng. bút viết siêu mượt giá rẻ nên mua,positive,positive,neutral,positive,gói đủ hàng bút viết siêu mượt giá rẻ nên mua
xài 1 tháng không vào được buôn bán lừa đảo làm ăn thất đức,negative,neutral,neutral,neutral,xài 1 tháng không vào được buôn bán lừa đảo làm ăn thất đức
mua nhầm loại dù yếu dễ lật. đặt màu đen giao màu xanh rất thất vọng,negative,negative,neutral,neutral,mua nhầm loại dù yếu dễ lật đặt màu đen giao màu xanh rất thất vọng
hàng lỗi shop gửi 16 pro max gắn vào không vừa không chuyên nghiệp,negative,neutral,neutral,neutral,hàng lỗi shop gửi 16 pro max gắn vào không vừa không chuyên nghiệp
chưa biết kết nối nhưng vẫn cho 5 sao,negative,neutral,neutral,neutral,chưa biết kết nối nhưng vẫn cho 5 sao
màu đen. vải túi mềm đẹp. hợp túi tiền,positive,neutral,neutral,positive,màu đen vải túi mềm đẹp hợp túi tiền
sản phẩm đúng hình tiện lợi. giao nhanh,negative,positive,positive,neutral,sản phẩm đúng hình tiện lợi giao nhanh
đóng gói hàng kĩ đẹp chắc chắn giao hàng nhanh lắm đặt hôm trước hôm sau có luôn,neutral,positive,positive,neutral,đóng gói hàng kĩ đẹp chắc chắn giao hàng nhanh lắm đặt hôm trước hôm sau có luôn
Màu khác,negative,negative,neutral,neutral,màu khác
kim loại chắc chắn có đệm chống trượt,negative,neutral,neutral,neutral,kim loại chắc chắn có đệm chống trượt
giao hàng nhanh sản phẩm chất lượng tốt,positive,neutral,positive,neutral,giao hàng nhanh sản phẩm chất lượng tốt
giao hàng nhanh đầy đủ. bút viết ra mực đều,negative,positive,positive,neutral,giao hàng nhanh đầy đủ bút viết ra mực đều
bút mực xanh vỏ nhám mờ. chất lượng tốt,positive,neutral,neutral,neutral,bút mực xanh vỏ nhám mờ chất lượng tốt
to dài đúng kích thước dễ tróc giao nhanh,negative,negative,positive,neutral,to dài đúng kích thước dễ tróc giao nhanh
lớp sơn không tốt chất lượng trung bình,negative,neutral,neutral,neutral,lớp sơn không tốt chất lượng trung bình
bao bên ngoài cũ bị rách hơi thất vọng vợt bên trong ổn,negative,negative,neutral,neutral,bao bên ngoài cũ bị rách hơi thất vọng vợt bên trong ổn
Gội xong bị gàu và ngứa,negative,neutral,neutral,neutral,gội xong bị gàu và ngứa
âm thanh to rõ. chống nước tốt. thiết kế gọn. giá rẻ,positive,neutral,neutral,positive,âm thanh to rõ chống nước tốt thiết kế gọn giá rẻ
cầm chắc chắn không dễ đổ. giao nhanh. không thấy miếng dán chống trượt,negative,neutral,positive,neutral,cầm chắc chắn không dễ đổ giao nhanh không thấy miếng dán chống trượt
dùng ios không được chất lượng kém,negative,neutral,neutral,neutral,dùng ios không được chất lượng kém
tôi yêu cầu trả hàng hoàn tiền sao không cho trả. sim lag không chơi game lướt fb được nhắn tin chậm không đáng sử dụng,negative,neutral,neutral,neutral,tôi yêu cầu trả hàng hoàn tiền sao không cho trả sim lag không chơi game lướt fb được nhắn tin chậm không đáng sử dụng
sóng rất yếu dễ mất sóng trong khu dân cư. thời hạn 16 tháng xài 1 tháng không sử dụng được nữa mất hơn 600k,negative,neutral,neutral,negative,sóng rất yếu dễ mất sóng trong khu dân cư thời hạn 16 tháng xài 1 tháng không sử dụng được nữa mất hơn 600k
Đóng gói tệ chỉ với ít bong bóng,negative,negative,neutral,neutral,đóng gói tệ chỉ với ít bong bóng
Đẹp nhưng khó tô,negative,neutral,neutral,neutral,đẹp nhưng khó tô
quá tệ không có bông lau kính giao cùng hà nội gần chục ngày mới nhận,negative,neutral,negative,neutral,quá tệ không có bông lau kính giao cùng hà nội gần chục ngày mới nhận
đồng hồ màu đẹp giao hàng hỏa tốc siêu nhanh. nếu dùng tốt sẽ tiếp tục ủng hộ,positive,neutral,positive,neutral,đồng hồ màu đẹp giao hàng hỏa tốc siêu nhanh nếu dùng tốt sẽ tiếp tục ủng hộ
"Thùng hàng te tua, vòi chai bị gãy",negative,negative,neutral,neutral,thùng hàng te tua vòi chai bị gãy
thảm tím xám ok mềm dễ cuộn thảm xanh thô cứng khó cuộn,positive,neutral,neutral,neutral,thảm tím xám ok mềm dễ cuộn thảm xanh thô cứng khó cuộn
đặt hỏa tốc giao hàng thường,negative,negative,negative,neutral,đặt hỏa tốc giao hàng thường
"đóng gói cẩn thận, ship nhanh",positive,positive,positive,neutral,đóng gói cẩn thận giao hàng nhanh
đóng gói hơi sơ sài nhưng sản phẩm nguyên vẹn,positive,negative,neutral,neutral,đóng gói hơi sơ sài nhưng sản phẩm nguyên vẹn
pin giá rẻ chất lượng phù hợp với giá tiền,positive,neutral,neutral,positive,pin giá rẻ chất lượng phù hợp với giá tiền
mút lỗi giao nhanh,negative,neutral,positive,neutral,mút lỗi giao nhanh
Quà tặng không có như mô tả,negative,negative,neutral,neutral,quà tặng không có như mô tả
Giao sai 1 cái,negative,negative,neutral,neutral,giao sai 1 cái
chất lượng kém đúng mô tả. mở hộp ra rách lỗ ở ngón tay không xứng giá tiền,negative,neutral,neutral,negative,chất lượng kém đúng mô tả mở hộp ra rách lỗ ở ngón tay không xứng giá tiền
dù hơi nhỏ mỏng so với dự kiến. khó xài phải dùng lực lớn chốt khó khớp. giá tạm,negative,neutral,neutral,positive,dù hơi nhỏ mỏng so với dự kiến khó xài phải dùng lực lớn chốt khó khớp giá tạm
vải cứng mút cao,negative,neutral,neutral,neutral,vải cứng mút cao
mỏng chờ phản hồi lâu,negative,neutral,neutral,neutral,mỏng chờ phản hồi lâu
hướng dẫn không đúng 1 tháng 4gb tốc độ cao sài 5 ngày hết chờ tháng sau mới xài được bực mình,negative,neutral,neutral,neutral,hướng dẫn không đúng 1 tháng 4gb tốc độ cao sài 5 ngày hết chờ tháng sau mới xài được bực mình
Giao nhanh nhưng màu vón,negative,neutral,positive,neutral,giao nhanh nhưng màu vón
giá đỡ chắc chắn giữ đế ok. shop nhiệt tình,negative,neutral,neutral,neutral,giá đỡ chắc chắn giữ đế ok shop nhiệt tình
nhìn đẹp sạc android vào pin nhanh sạc iphone bình thường. hàng giao khá nhanh 3 ngày đến đóng gói cẩn thận,neutral,positive,positive,neutral,nhìn đẹp sạc android vào pin nhanh sạc iphone bình thường hàng giao khá nhanh 3 ngày đến đóng gói cẩn thận
bình thường nhưng có vết bẩn,negative,negative,neutral,neutral,bình thường nhưng có vết bẩn
chất lượng ok shop ok nhưng đóng gói kém thùng móp hàng trầy nhẹ. shop nhiệt tình đền bù,negative,negative,neutral,neutral,chất lượng ok shop ok nhưng đóng gói kém thùng móp hàng trầy nhẹ shop nhiệt tình đền bù
shop đóng gói 1 lớp túi nhựa bị rạch mất sim shop không giải quyết,neutral,negative,neutral,neutral,shop đóng gói 1 lớp túi nhựa bị rạch mất sim shop không giải quyết
shop giao đúng sản phẩm. nhưng loại gậy này yếu và lỏng lẻo lắm,negative,neutral,neutral,neutral,shop giao đúng sản phẩm nhưng loại gậy này yếu và lỏng lẻo lắm
bé uống hết nên chưa có ảnh đánh giá,positive,neutral,neutral,neutral,bé uống hết nên chưa có ảnh đánh giá
Đẹp nhưng màu khô,negative,neutral,neutral,neutral,đẹp nhưng màu khô
dịch vụ chăm sóc khách hàng chu đáo tận tình. đáng ủng hộ lâu dài. mua nhiều lần lần nào cũng ưng ý,positive,neutral,neutral,neutral,dịch vụ chăm sóc khách hàng chu đáo tận tình đáng ủng hộ lâu dài mua nhiều lần lần nào cũng ưng ý
ô nhỏ xíu vừa cho bé che nắng đi mưa thì ướt,negative,neutral,neutral,neutral,ô nhỏ xíu vừa cho bé che nắng đi mưa thì ướt
chất lượng kém không khớp điện thoại không nên mua,negative,neutral,neutral,neutral,chất lượng kém không khớp điện thoại không nên mua
"Đóng gói rách nát, hàng bị vỡ",negative,negative,neutral,neutral,đóng gói rách nát hàng bị vỡ
Chai dầu bật nắp làm chảy đầy hộp,negative,neutral,neutral,neutral,chai dầu bật nắp làm chảy đầy hộp
"Giao thiếu, không xử lý",negative,negative,neutral,neutral,giao thiếu không xử lý
Mua 3 áo nhưng giao có 2c...,negative,neutral,neutral,neutral,mua 3 áo nhưng giao có 2c
túi chán mới đã rách. mặt dưới ngẫu nhiên,negative,negative,neutral,neutral,túi chán mới đã rách mặt dưới ngẫu nhiên
vải thoáng khí lớp lót mềm mại thấm hút tốt giặt mau khô dày vừa phải,positive,neutral,neutral,neutral,vải thoáng khí lớp lót mềm mại thấm hút tốt giặt mau khô dày vừa phải
tấm lót trong bằng nhựa mỏng manh cảm giác không bền,negative,neutral,neutral,neutral,tấm lót trong bằng nhựa mỏng manh cảm giác không bền
chất lượng kém như hàng mã vứt luôn xấu giao hàng chậm,negative,neutral,negative,neutral,chất lượng kém như hàng mã vứt luôn xấu giao hàng chậm
Thiếu quà tặng,negative,negative,neutral,neutral,thiếu quà tặng
siêu chất lượng. shop đóng gói cẩn thận. shop giao hàng nhanh tư vấn nhiệt tình dễ thương,positive,positive,positive,neutral,siêu chất lượng shop đóng gói cẩn thận shop giao hàng nhanh tư vấn nhiệt tình dễ thương
đúng mô tả. kiểu dáng đẹp. túi có hơi mùi,positive,positive,neutral,neutral,đúng mô tả kiểu dáng đẹp túi có hơi mùi
"đóng gói kỹ, giao nhanh",positive,positive,positive,neutral,đóng gói kỹ giao nhanh
sài được 1 tháng không sài được nữa liên hệ shop bảo phải trả 70k đổi sim trắng,negative,neutral,neutral,neutral,sài được 1 tháng không sài được nữa liên hệ shop bảo phải trả 70k đổi sim trắng
cục sạc xài ok sạc đầy được 3 lần,positive,neutral,neutral,neutral,cục sạc xài ok sạc đầy được 3 lần
hàng đểu quá tệ không di chuyển được,negative,neutral,neutral,neutral,hàng đểu quá tệ không di chuyển được
6gb 1 ngày tốc độ rùa bò lúc được lúc không mua 2 cái mất gần 900k thất vọng tràn trề,negative,neutral,neutral,negative,6gb 1 ngày tốc độ rùa bò lúc được lúc không mua 2 cái mất gần 900k thất vọng tràn trề
xài được. giá rẻ,positive,neutral,neutral,positive,xài được giá rẻ
giao nhanh đúng mẫu vết hằn vân trơn độ bám tạm ổn,negative,positive,positive,neutral,giao nhanh đúng mẫu vết hằn vân trơn độ bám tạm ổn
sai mô tả dễ mua nhầm không hỗ trợ nhiệt tình muốn đổi phải chịu tiền ship mất 25%,negative,neutral,neutral,neutral,sai mô tả dễ mua nhầm không hỗ trợ nhiệt tình muốn đổi phải chịu tiền giao hàng mất 25
giao hàng nhanh đầy đủ. bút viết rõ nét không tắc mực nhiều. ổn nha,negative,positive,positive,neutral,giao hàng nhanh đầy đủ bút viết rõ nét không tắc mực nhiều ổn nha
vải đẹp thun co giãn tốt đúng hình,positive,neutral,neutral,neutral,vải đẹp thun co giãn tốt đúng hình
"chất lượng vượt trội, giá hợp lý, giao nhanh",positive,neutral,positive,positive,chất lượng vượt trội giá hợp lý giao nhanh
Giao sai mẫu,negative,negative,neutral,neutral,giao sai mẫu
dễ sử dụng. chất lượng tạm ổn,neutral,neutral,neutral,neutral,dễ sử dụng chất lượng tạm ổn
size chật không mặc được,negative,neutral,neutral,neutral,size chật không mặc được
đóng gói cẩn thận giao hàng nhanh. chăm sóc khách hàng tuyệt vời. rất hài lòng với trải nghiệm mua sắm,positive,positive,positive,neutral,đóng gói cẩn thận giao hàng nhanh chăm sóc khách hàng tuyệt vời rất hài lòng với trải nghiệm mua sắm
nhìn đẹp khá bền nhưng tay cầm kéo không chắc bánh xe không trơn tru,negative,neutral,neutral,neutral,nhìn đẹp khá bền nhưng tay cầm kéo không chắc bánh xe không trơn tru
"ít đường dễ uống, bao bì đẹp",positive,positive,neutral,neutral,ít đường dễ uống bao bì đẹp
"giao hàng nhanh, đóng gói cẩn thận",positive,positive,positive,neutral,giao hàng nhanh đóng gói cẩn thận
tốt đúng với mô tả,positive,neutral,neutral,neutral,tốt đúng với mô tả
không dây sạc cắm dây khác không vào gửi 1 cái loa bật không lên,negative,neutral,neutral,neutral,không dây sạc cắm dây khác không vào gửi 1 cái loa bật không lên
"sữa ngon, hỗ trợ tăng cân, giao hàng nhanh, sale rẻ",positive,neutral,positive,positive,sữa ngon hỗ trợ tăng cân giao hàng nhanh sale rẻ
mút không phù hợp form xấu,negative,neutral,neutral,neutral,mút không phù hợp form xấu
đúng mô tả màu ưng ý họa tiết đẹp. giá rẻ. túi đựng thảm quá nhỏ lấy ra cực khó,negative,negative,neutral,positive,đúng mô tả màu ưng ý họa tiết đẹp giá rẻ túi đựng thảm quá nhỏ lấy ra cực khó
giao hàng nhanh gói hàng cẩn thận thảm chưa dùng chưa biết chất lượng,neutral,positive,positive,neutral,giao hàng nhanh gói hàng cẩn thận thảm chưa dùng chưa biết chất lượng
"hộp đẹp, hàng chính hãng",positive,positive,neutral,neutral,hộp đẹp hàng chính hãng
canh sale mua rẻ hơn nhiều quà tặng không đáng,negative,negative,neutral,positive,canh sale mua rẻ hơn nhiều quà tặng không đáng
Số mờ,negative,neutral,neutral,neutral,số mờ
may không cẩn thận lệch vai,negative,neutral,neutral,neutral,may không cẩn thận lệch vai
"Chất lượng tốt, giao nhanh, hỗ trợ nhiệt tình",positive,neutral,positive,neutral,chất lượng tốt giao nhanh hỗ trợ nhiệt tình
kính bị vỡ shop gói 2 lớp chống sốc gửi thứ đồ rác giá 1k,negative,positive,neutral,positive,kính bị vỡ shop gói 2 lớp chống sốc gửi thứ đồ rác giá 1k
Đẹp nhưng màu không giống,negative,negative,neutral,neutral,đẹp nhưng màu không giống
"vị ngọt vừa phải dễ uống, giao hàng nhanh",positive,neutral,positive,neutral,vị ngọt vừa phải dễ uống giao hàng nhanh
"Vải đẹp, màu đẹp, giá 32k quá ổn",positive,neutral,neutral,positive,vải đẹp màu đẹp giá 32k quá ổn
Màu không đúng mẫu,negative,negative,neutral,neutral,màu không đúng mẫu
chưa nhận hàng,neutral,neutral,negative,neutral,chưa nhận hàng
cứng cáp ổn định,positive,neutral,neutral,neutral,cứng cáp ổn định
mua lần 2 ok. bút xinh viết mượt,positive,neutral,neutral,neutral,mua lần 2 ok bút xinh viết mượt
vợt dễ cong do đóng gói sơ sài quăng quật quả cầu nhựa. bình thường chưa như mong đợi,negative,negative,neutral,neutral,vợt dễ cong do đóng gói sơ sài quăng quật quả cầu nhựa bình thường chưa như mong đợi
hàng ok chất lượng. giao hàng nhanh đóng gói kỹ càng ship thân thiện dễ thương,positive,positive,positive,neutral,hàng ok chất lượng giao hàng nhanh đóng gói kỹ càng giao hàng thân thiện dễ thương
sử dụng thời gian đầu ổn định đúng hàng. nhận hàng đúng giao hàng nhanh,positive,neutral,positive,neutral,sử dụng thời gian đầu ổn định đúng hàng nhận hàng đúng giao hàng nhanh
mua sim wintel shop giao sim này không dùng được nhắn tin không trả lời tệ,negative,neutral,neutral,neutral,mua sim wintel shop giao sim này không dùng được nhắn tin không trả lời tệ
thảm rách bao bì rách do vận chuyển cần bọc chống sốc,negative,negative,negative,neutral,thảm rách bao bì rách do vận chuyển cần bọc chống sốc
giao hàng rất nhanh bọc hàng cẩn thận. giao đúng mẫu. máy nghe rõ nét màn hình lướt nhạy. giá rẻ,positive,positive,positive,positive,giao hàng rất nhanh bọc hàng cẩn thận giao đúng mẫu máy nghe rõ nét màn hình lướt nhạy giá rẻ
chất liệu đẹp nhìn rất thích,positive,neutral,neutral,neutral,chất liệu đẹp nhìn rất thích
Chai dầu chỉ còn 2/3,negative,neutral,neutral,neutral,chai dầu chỉ còn 2 3
Chai bị rút bớt dầu,negative,neutral,neutral,neutral,chai bị rút bớt dầu
giao hàng nhanh đóng gói kỹ shipper nhiệt tình bé uống hợp,positive,positive,positive,neutral,giao hàng nhanh đóng gói kỹ người giao hàng nhiệt tình bé uống hợp
đóng gói sơ sài hộp méo sai màu đánh giá 1 sao,negative,negative,neutral,neutral,đóng gói sơ sài hộp méo sai màu đánh giá 1 sao
vải mềm hàng ok,positive,neutral,neutral,neutral,vải mềm hàng ok
sữa hơi ngọt nhưng chất lượng tốt,positive,neutral,neutral,neutral,sữa hơi ngọt nhưng chất lượng tốt
nhựa mỏng vải nilon bên trong cho có khóa nhanh hỏng thanh kéo kẹt. chất lượng tệ,negative,neutral,neutral,neutral,nhựa mỏng vải nilon bên trong cho có khóa nhanh hỏng thanh kéo kẹt chất lượng tệ
giao nhanh. chất lượng đẹp và chắc chắn. giá rẻ,negative,neutral,positive,positive,giao nhanh chất lượng đẹp và chắc chắn giá rẻ
chất lượng sản phẩm tạm ổn form chuẩn. hàng đóng gói cẩn thận,positive,positive,neutral,neutral,chất lượng sản phẩm tạm ổn form chuẩn hàng đóng gói cẩn thận
va nhẹ vỡ ốp cứng viền sắc cấn tay. để rơi chắc vỡ cả điện thoại,negative,neutral,neutral,neutral,va nhẹ vỡ ốp cứng viền sắc cấn tay để rơi chắc vỡ cả điện thoại
hộp móp méo làm ốp nứt đánh giá 1 sao,negative,negative,negative,neutral,hộp móp méo làm ốp nứt đánh giá 1 sao
giao hàng quá chậm hủy không cho. 1 lần do bên ship 2 lần do shop không chọn dịch vụ tốt làm ăn tốn thời gian,neutral,neutral,negative,neutral,giao hàng quá chậm hủy không cho 1 lần do bên giao hàng 2 lần do shop không chọn dịch vụ tốt làm ăn tốn thời gian
ổn nhưng không thích quà,negative,negative,neutral,neutral,ổn nhưng không thích quà
sạc ổn sạc đầy điện thoại khoảng 3 lần khá nhanh thời gian sạc đầy cục sạc dự phòng hơi lâu,neutral,neutral,neutral,neutral,sạc ổn sạc đầy điện thoại khoảng 3 lần khá nhanh thời gian sạc đầy cục sạc dự phòng hơi lâu
chất lượng không tốt ô không chắc chắn. shipper thân thiện,negative,neutral,positive,neutral,chất lượng không tốt ô không chắc chắn người giao hàng thân thiện
"Quần mát đẹp, may chắc chắn, giá rẻ chất lượng",negative,neutral,neutral,positive,quần mát đẹp may chắc chắn giá rẻ chất lượng
giao hàng nhanh shipper nhiệt tình,positive,neutral,positive,neutral,giao hàng nhanh người giao hàng nhiệt tình
ở ngoài nhỏ quá,negative,neutral,neutral,neutral,ở ngoài nhỏ quá
chất lượng tệ sản phẩm vớ vẩn mua tốn tiền lắp vào khói sương mờ cam không chụp được gì không nên mua,negative,neutral,neutral,negative,chất lượng tệ sản phẩm vớ vẩn mua tốn tiền lắp vào khói sương mờ cam không chụp được gì không nên mua
hàng lỗi không sử dụng được,negative,neutral,neutral,neutral,hàng lỗi không sử dụng được
không đúng mô tả ốp quá nhỏ cứng không vừa chầy điện thoại,negative,neutral,neutral,neutral,không đúng mô tả ốp quá nhỏ cứng không vừa chầy điện thoại
giá rẻ,positive,neutral,neutral,positive,giá rẻ
hàng giao đầy đủ đóng gói chắc chắn. giá hợp lý,negative,positive,neutral,positive,hàng giao đầy đủ đóng gói chắc chắn giá hợp lý
tốt dễ dùng đúng mô tả mong là sẽ bền. shop nhiệt tình cẩn thận,positive,neutral,neutral,neutral,tốt dễ dùng đúng mô tả mong là sẽ bền shop nhiệt tình cẩn thận
chất liệu nhựa cứng chắc chắn,negative,neutral,neutral,neutral,chất liệu nhựa cứng chắc chắn
sản phẩm mẫu mã đẹp chất liệu vải tốt dùng thích,positive,neutral,neutral,neutral,sản phẩm mẫu mã đẹp chất liệu vải tốt dùng thích
Màu không đúng nhưng rẻ,negative,negative,neutral,positive,màu không đúng nhưng rẻ
sữa ổn săn được giá tốt,positive,neutral,neutral,positive,sữa ổn săn được giá tốt
vợt cũ trầy xước đóng gói sơ sài túi móp giao lâu. giá 177k không đòi hỏi,negative,negative,negative,positive,vợt cũ trầy xước đóng gói sơ sài túi móp giao lâu giá 177k không đòi hỏi
"sữa dừa thơm, thanh, không quá ngọt",positive,negative,neutral,neutral,sữa dừa thơm thanh không quá ngọt
hàng đẹp nhưng mua mới có vết dơ,negative,negative,neutral,neutral,hàng đẹp nhưng mua mới có vết dơ
"Không quét được mã vạch, gội bị nhiều gàu hơn",negative,neutral,neutral,neutral,không quét được mã vạch gội bị nhiều gàu hơn
mỏng,negative,neutral,neutral,neutral,mỏng
sữa ít ngọt dễ uống không bị ngán,positive,neutral,neutral,neutral,sữa ít ngọt dễ uống không bị ngán
bút rất mượt và đẹp. thiết kế thân bút nhỏ gọn dễ cầm. đáng mua,positive,neutral,neutral,positive,bút rất mượt và đẹp thiết kế thân bút nhỏ gọn dễ cầm đáng mua
mua lại nhiều lần. giá rẻ. nên mua. ủng hộ shop lâu dài,positive,neutral,neutral,positive,mua lại nhiều lần giá rẻ nên mua ủng hộ shop lâu dài
sữa ít đường vị ngọt vừa phải hộp chắc chắn giá rẻ hơn shop,negative,positive,neutral,positive,sữa ít đường vị ngọt vừa phải hộp chắc chắn giá rẻ hơn shop
sữa ít đường dễ uống săn sale rẻ hơn cửa hàng,positive,neutral,neutral,positive,sữa ít đường dễ uống săn sale rẻ hơn cửa hàng
đồng hồ màu hồng xinh. đóng gói xịn giao hàng siêu nhanh shipper thân thiện. đợi trải nghiệm sẽ fb lại,positive,positive,positive,neutral,đồng hồ màu hồng xinh đóng gói xịn giao hàng siêu nhanh người giao hàng thân thiện đợi trải nghiệm sẽ fb lại
quần đẹp giá ổn mong bỏ được tã cho bé. giao hàng nhanh,positive,neutral,positive,positive,quần đẹp giá ổn mong bỏ được tã cho bé giao hàng nhanh
chất lượng kém,negative,neutral,neutral,neutral,chất lượng kém
tiền nào của nấy không kì vọng chất lượng quá tốt. dùng cũng được,neutral,neutral,neutral,positive,tiền nào của nấy không kì vọng chất lượng quá tốt dùng cũng được
viết êm mau khô. chú ý giấy trơn mực lâu khô,negative,neutral,neutral,neutral,viết êm mau khô chú ý giấy trơn mực lâu khô
tiện lợi dễ mang xách theo dung lượng pin khá lớn đúng mô tả,positive,neutral,neutral,neutral,tiện lợi dễ mang xách theo dung lượng pin khá lớn đúng mô tả
Giao lâu,neutral,neutral,negative,neutral,giao lâu
"bé hợp tác, săn sale giá tốt",positive,neutral,neutral,positive,bé hợp tác săn sale giá tốt
quá mỏng ốp camera chân quá ngắn không dính vào cam được mua về vứt đi,negative,neutral,neutral,neutral,quá mỏng ốp camera chân quá ngắn không dính vào cam được mua về vứt đi
shipper nói không thấy hàng rồi đi luôn mấy ngày sau không giao lại,neutral,neutral,negative,neutral,người giao hàng nói không thấy hàng rồi đi luôn mấy ngày sau không giao lại
giao hàng nhanh đóng gói cẩn thận. vở đẹp không móp méo. rất xịn,negative,positive,positive,neutral,giao hàng nhanh đóng gói cẩn thận vở đẹp không móp méo rất xịn
lừa đảo không giao hàng báo đã giao,neutral,neutral,negative,neutral,lừa đảo không giao hàng báo đã giao
giá cả hợp lí,positive,neutral,neutral,positive,giá cả hợp lí
"Sản phẩm khá đúng mẫu, shipper thân thiện",positive,positive,positive,neutral,sản phẩm khá đúng mẫu người giao hàng thân thiện
"giao nhanh, giá siêu tốt",positive,neutral,positive,positive,giao nhanh giá siêu tốt
mới gắn để túi xíu rút ra rớt mất 1 cam lụm gắn lại rớt hoài không xài được đem giục,negative,neutral,neutral,neutral,mới gắn để túi xíu rút ra rớt mất 1 cam lụm gắn lại rớt hoài không xài được đem giục
